,Patient,Template,Plate,Well,Value,NonRandomWell,Fluid,Concentration,Unit,Dispensedvolume,Content,Top,Steepness,IC50,Bottom,R2
110,T98G-120,HDACi-Kinetics,1,E15,1488686.0,C14,Drug09,0.004329000002453,µM,0.013,Sample,1637745.2492700852,12.202251805539246,2.3653845974636587,1462562.996068473,0.1888359725710385
111,T98G-120,HDACi-Kinetics,1,E16,1432525.0,G07,Drug17,9.99000000999,µM,30.0,Sample,346563557.99685675,8.924973269073936,0.0020880036278961,1552022.2874660967,0.7339892515848598
112,T98G-120,HDACi-Kinetics,1,E17,1445116.0,E17,Drug10,9.99000000999,µM,30.0,Sample,1544798.8017998144,10.895200865899945,9.688435219264855,1373736.4483195792,0.5405351163953902
113,T98G-120,HDACi-Kinetics,1,E18,603507.0,C21,Drug07,9.99000000999,µM,30.0,Sample,1630669.9276899088,7.7513098727129615,2.81378982101929,603451.7072963708,0.9231015426449328
114,T98G-120,HDACi-Kinetics,1,E19,1515700.0,G04,Drug18,0.0932399991985,µM,0.28,Sample,1507127.4964270086,13.592873656008052,0.1186663646731101,1743024.0007858498,0.5220697989441531
115,T98G-120,HDACi-Kinetics,1,E20,1471676.0,H21,DMSO normalization,,,30.0,Ctrl,,,,,
116,T98G-120,HDACi-Kinetics,1,E21,1577873.0,H18,DMSO normalization,,,30.0,Ctrl,,,,,
117,T98G-120,HDACi-Kinetics,1,E22,1453994.0,H09,Drug00,0.01997999997924,µM,0.06,Sample,1612793.2134495128,12.942368762434247,7.613387244011268,591635.7536145793,0.9301738275954006
118,T98G-120,HDACi-Kinetics,1,E23,,,,,,,,,,,,
119,T98G-120,HDACi-Kinetics,1,E24,,,,,,,,,,,,
120,T98G-120,HDACi-Kinetics,1,F01,,,,,,,,,,,,
121,T98G-120,HDACi-Kinetics,1,F02,,,,,,,,,,,,
122,T98G-120,HDACi-Kinetics,1,F03,621096.0,H05,Drug00,9.99000000999,µM,30.0,Sample,1612793.2134495128,12.942368762434247,7.613387244011268,591635.7536145793,0.9301738275954006
123,T98G-120,HDACi-Kinetics,1,F04,1753999.0,F07,Drug05,0.01997999997924,µM,0.06,Sample,520428.6315679022,10.608804312648571,0.0038816082145101,1698507.2049121151,0.5490924813225482
124,T98G-120,HDACi-Kinetics,1,F05,1057863.0,D13,Drug12,9.99000000999,µM,30.0,Sample,1536776.8986932086,1.0499930632891057,13015.048906139942,-888280318.8461635,0.8242183357989478
125,T98G-120,HDACi-Kinetics,1,F06,1738187.0,G17,Drug01,0.01997999997924,µM,0.06,Sample,1615518.796541364,10.773584351594296,10.397418087163768,2151290.5907300822,0.5180969074635882
126,T98G-120,HDACi-Kinetics,1,F07,1614652.0,G05,Drug18,0.01997999997924,µM,0.06,Sample,1507127.4964270086,13.592873656008052,0.1186663646731101,1743024.0007858498,0.5220697989441531
127,T98G-120,HDACi-Kinetics,1,F08,1789192.0,H22,DMSO normalization,,,30.0,Ctrl,,,,,
128,T98G-120,HDACi-Kinetics,1,F09,1687849.0,H08,Drug00,0.0932399991985,µM,0.28,Sample,1612793.2134495128,12.942368762434247,7.613387244011268,591635.7536145793,0.9301738275954006
129,T98G-120,HDACi-Kinetics,1,F10,1771853.0,G03,Drug18,0.452879980002,µM,1.36,Sample,1507127.4964270086,13.592873656008052,0.1186663646731101,1743024.0007858498,0.5220697989441531
130,T98G-120,HDACi-Kinetics,1,F11,1619395.0,C17,Drug08,0.452879980002,µM,1.36,Sample,1509874.9999536625,14.385512637965036,0.0200833463388686,1688803.750011439,0.310778932929708
131,T98G-120,HDACi-Kinetics,1,F12,1780738.0,E12,Drug15,2.131199549246,µM,6.4,Sample,1706516.400800844,11.656350703715324,10.244465853608215,1000487.5062675896,0.3990951158877351
132,T98G-120,HDACi-Kinetics,1,F13,1569245.0,C15,Drug08,9.99000000999,µM,30.0,Sample,1509874.9999536625,14.385512637965036,0.0200833463388686,1688803.750011439,0.310778932929708
133,T98G-120,HDACi-Kinetics,1,F14,1606113.0,D11,Drug06,0.01997999997924,µM,0.06,Sample,1609602.5000314936,13.01274287508349,2.4555591617225465,1095612.9939389704,0.564452036862811
134,T98G-120,HDACi-Kinetics,1,F15,107551.0,H13,Drug16,0.452879980002,µM,1.36,Sample,354848387.69082046,0.8862292879126265,1.4376109147590368e-06,123968.91562404,0.7897451517718742
135,T98G-120,HDACi-Kinetics,1,F16,1537574.0,G11,Drug17,0.01997999997924,µM,0.06,Sample,346563557.99685675,8.924973269073936,0.0020880036278961,1552022.2874660967,0.7339892515848598
136,T98G-120,HDACi-Kinetics,1,F17,1095613.0,D07,Drug06,9.99000000999,µM,30.0,Sample,1609602.5000314936,13.01274287508349,2.4555591617225465,1095612.9939389704,0.564452036862811
137,T98G-120,HDACi-Kinetics,1,F18,1446451.0,G08,Drug17,2.131199549246,µM,6.4,Sample,346563557.99685675,8.924973269073936,0.0020880036278961,1552022.2874660967,0.7339892515848598
138,T98G-120,HDACi-Kinetics,1,F19,1275158.0,D20,Drug02,2.131199549246,µM,6.4,Sample,12095903.13359948,0.0991677498553958,6.306205829584791e-12,548297.5504853505,0.9293444838719118
139,T98G-120,HDACi-Kinetics,1,F20,1532267.0,G18,Drug01,0.004329000002453,µM,0.013,Sample,1615518.796541364,10.773584351594296,10.397418087163768,2151290.5907300822,0.5180969074635882
140,T98G-120,HDACi-Kinetics,1,F21,1459871.0,D17,Drug12,0.01997999997924,µM,0.06,Sample,1536776.8986932086,1.0499930632891057,13015.048906139942,-888280318.8461635,0.8242183357989478
141,T98G-120,HDACi-Kinetics,1,F22,1509875.0,C20,Drug08,0.004329000002453,µM,0.013,Sample,1509874.9999536625,14.385512637965036,0.0200833463388686,1688803.750011439,0.310778932929708
142,T98G-120,HDACi-Kinetics,1,F23,,,,,,,,,,,,
143,T98G-120,HDACi-Kinetics,1,F24,,,,,,,,,,,,
144,T98G-120,HDACi-Kinetics,1,G01,,,,,,,,,,,,
145,T98G-120,HDACi-Kinetics,1,G02,,,,,,,,,,,,
146,T98G-120,HDACi-Kinetics,1,G03,1721986.0,F10,Drug04,2.131199549246,µM,6.4,Sample,1583896.985394172,14.582690102723454,0.1162142596592887,1802918.9991030672,0.4311287574281437
147,T98G-120,HDACi-Kinetics,1,G04,1732137.0,C11,Drug09,0.452879980002,µM,1.36,Sample,1637745.2492700852,12.202251805539246,2.3653845974636587,1462562.996068473,0.1888359725710385
148,T98G-120,HDACi-Kinetics,1,G05,1772353.0,E16,Drug15,0.004329000002453,µM,0.013,Sample,1706516.400800844,11.656350703715324,10.244465853608215,1000487.5062675896,0.3990951158877351
149,T98G-120,HDACi-Kinetics,1,G06,1601931.0,D05,Drug07,0.01997999997924,µM,0.06,Sample,1630669.9276899088,7.7513098727129615,2.81378982101929,603451.7072963708,0.9231015426449328
150,T98G-120,HDACi-Kinetics,1,G07,1596021.0,C19,Drug08,0.01997999997924,µM,0.06,Sample,1509874.9999536625,14.385512637965036,0.0200833463388686,1688803.750011439,0.310778932929708
151,T98G-120,HDACi-Kinetics,1,G08,1900142.0,E13,Drug15,0.452879980002,µM,1.36,Sample,1706516.400800844,11.656350703715324,10.244465853608215,1000487.5062675896,0.3990951158877351
152,T98G-120,HDACi-Kinetics,1,G09,1896951.0,C18,Drug08,0.0932399991985,µM,0.28,Sample,1509874.9999536625,14.385512637965036,0.0200833463388686,1688803.750011439,0.310778932929708
153,T98G-120,HDACi-Kinetics,1,G10,1660664.0,H06,Drug00,2.131199549246,µM,6.4,Sample,1612793.2134495128,12.942368762434247,7.613387244011268,591635.7536145793,0.9301738275954006
154,T98G-120,HDACi-Kinetics,1,G11,113969.0,H11,Drug16,9.99000000999,µM,30.0,Sample,354848387.69082046,0.8862292879126265,1.4376109147590368e-06,123968.91562404,0.7897451517718742
155,T98G-120,HDACi-Kinetics,1,G12,1664329.0,C06,Drug11,0.0932399991985,µM,0.28,Sample,1660536.65075374,1.6863927509919714,6.707351362352599,-745715.9031201993,0.9688712282848958
156,T98G-120,HDACi-Kinetics,1,G13,257044.0,H14,Drug16,0.0932399991985,µM,0.28,Sample,354848387.69082046,0.8862292879126265,1.4376109147590368e-06,123968.91562404,0.7897451517718742
157,T98G-120,HDACi-Kinetics,1,G14,1592368.0,F12,Drug04,0.0932399991985,µM,0.28,Sample,1583896.985394172,14.582690102723454,0.1162142596592887,1802918.9991030672,0.4311287574281437
158,T98G-120,HDACi-Kinetics,1,G15,1596996.0,F05,Drug05,0.452879980002,µM,1.36,Sample,520428.6315679022,10.608804312648571,0.0038816082145101,1698507.2049121151,0.5490924813225482
159,T98G-120,HDACi-Kinetics,1,G16,1629411.0,F15,Drug13,9.99000000999,µM,30.0,Sample,1471256.7510238844,12.087414100000789,0.2122302739663366,1628306.8812007618,0.9628472406110684
160,T98G-120,HDACi-Kinetics,1,G17,1512966.0,H10,Drug00,0.004329000002453,µM,0.013,Sample,1612793.2134495128,12.942368762434247,7.613387244011268,591635.7536145793,0.9301738275954006
161,T98G-120,HDACi-Kinetics,1,G18,1399603.0,G06,Drug18,0.004329000002453,µM,0.013,Sample,1507127.4964270086,13.592873656008052,0.1186663646731101,1743024.0007858498,0.5220697989441531
162,T98G-120,HDACi-Kinetics,1,G19,233510.0,G19,Drug14,9.99000000999,µM,30.0,Sample,1592797.4609263055,1.0573835298885317,4.970468061787644,-414624.6416391841,0.9906652229414368
163,T98G-120,HDACi-Kinetics,1,G20,1416759.0,F08,Drug05,0.004329000002453,µM,0.013,Sample,520428.6315679022,10.608804312648571,0.0038816082145101,1698507.2049121151,0.5490924813225482
164,T98G-120,HDACi-Kinetics,1,G21,1458982.0,D14,Drug12,2.131199549246,µM,6.4,Sample,1536776.8986932086,1.0499930632891057,13015.048906139942,-888280318.8461635,0.8242183357989478
165,T98G-120,HDACi-Kinetics,1,G22,1474189.0,C13,Drug09,0.01997999997924,µM,0.06,Sample,1637745.2492700852,12.202251805539246,2.3653845974636587,1462562.996068473,0.1888359725710385
166,T98G-120,HDACi-Kinetics,1,G23,,,,,,,,,,,,
167,T98G-120,HDACi-Kinetics,1,G24,,,,,,,,,,,,
168,T98G-120,HDACi-Kinetics,1,H01,,,,,,,,,,,,
169,T98G-120,HDACi-Kinetics,1,H02,,,,,,,,,,,,
170,T98G-120,HDACi-Kinetics,1,H03,1631751.0,C05,Drug11,0.452879980002,µM,1.36,Sample,1660536.65075374,1.6863927509919714,6.707351362352599,-745715.9031201993,0.9688712282848958
171,T98G-120,HDACi-Kinetics,1,H04,1539379.0,D08,Drug06,2.131199549246,µM,6.4,Sample,1609602.5000314936,13.01274287508349,2.4555591617225465,1095612.9939389704,0.564452036862811
172,T98G-120,HDACi-Kinetics,1,H05,1404899.0,E11,Drug15,9.99000000999,µM,30.0,Sample,1706516.400800844,11.656350703715324,10.244465853608215,1000487.5062675896,0.3990951158877351
173,T98G-120,HDACi-Kinetics,1,H06,1479628.0,C08,Drug11,0.004329000002453,µM,0.013,Sample,1660536.65075374,1.6863927509919714,6.707351362352599,-745715.9031201993,0.9688712282848958
174,T98G-120,HDACi-Kinetics,1,H07,423212.0,H16,Drug16,0.004329000002453,µM,0.013,Sample,354848387.69082046,0.8862292879126265,1.4376109147590368e-06,123968.91562404,0.7897451517718742
175,T98G-120,HDACi-Kinetics,1,H08,1663606.0,F13,Drug04,0.01997999997924,µM,0.06,Sample,1583896.985394172,14.582690102723454,0.1162142596592887,1802918.9991030672,0.4311287574281437
176,T98G-120,HDACi-Kinetics,1,H09,1599401.0,C10,Drug09,2.131199549246,µM,6.4,Sample,1637745.2492700852,12.202251805539246,2.3653845974636587,1462562.996068473,0.1888359725710385
177,T98G-120,HDACi-Kinetics,1,H10,1570103.0,F21,Drug18,9.99000000999,µM,30.0,Sample,1507127.4964270086,13.592873656008052,0.1186663646731101,1743024.0007858498,0.5220697989441531
178,T98G-120,HDACi-Kinetics,1,H11,1484093.0,F19,Drug13,0.01997999997924,µM,0.06,Sample,1471256.7510238844,12.087414100000789,0.2122302739663366,1628306.8812007618,0.9628472406110684
179,T98G-120,HDACi-Kinetics,1,H12,1019018.0,G20,Drug14,2.131199549246,µM,6.4,Sample,1592797.4609263055,1.0573835298885317,4.970468061787644,-414624.6416391841,0.9906652229414368
180,T98G-120,HDACi-Kinetics,1,H13,1561700.0,H03,Drug14,0.01997999997924,µM,0.06,Sample,1592797.4609263055,1.0573835298885317,4.970468061787644,-414624.6416391841,0.9906652229414368
181,T98G-120,HDACi-Kinetics,1,H14,1661930.0,G22,Drug14,0.0932399991985,µM,0.28,Sample,1592797.4609263055,1.0573835298885317,4.970468061787644,-414624.6416391841,0.9906652229414368
182,T98G-120,HDACi-Kinetics,1,H15,1595209.0,G14,Drug01,2.131199549246,µM,6.4,Sample,1615518.796541364,10.773584351594296,10.397418087163768,2151290.5907300822,0.5180969074635882
183,T98G-120,HDACi-Kinetics,1,H16,1528629.0,G15,Drug01,0.452879980002,µM,1.36,Sample,1615518.796541364,10.773584351594296,10.397418087163768,2151290.5907300822,0.5180969074635882
184,T98G-120,HDACi-Kinetics,1,H17,1544202.0,E19,Drug10,0.452879980002,µM,1.36,Sample,1544798.8017998144,10.895200865899945,9.688435219264855,1373736.4483195792,0.5405351163953902
185,T98G-120,HDACi-Kinetics,1,H18,1558885.0,G09,Drug17,0.452879980002,µM,1.36,Sample,346563557.99685675,8.924973269073936,0.0020880036278961,1552022.2874660967,0.7339892515848598
