,Patient,Template,Plate,Well,Value,NonRandomWell,Fluid,Concentration,Unit,Dispensedvolume,Content,Top,Steepness,IC50,Bottom,R2
69,LN229-120,HDACi-Kinetics,2,C22,1387639.0,,,,,,,,,,,
70,LN229-120,HDACi-Kinetics,2,C23,,,,,,,,,,,,
71,LN229-120,HDACi-Kinetics,2,C24,,,,,,,,,,,,
72,LN229-120,HDACi-Kinetics,2,D01,,,,,,,,,,,,
73,LN229-120,HDACi-Kinetics,2,D02,,,,,,,,,,,,
74,LN229-120,HDACi-Kinetics,2,D03,1488548.0,,,,,,,,,,,
75,LN229-120,HDACi-Kinetics,2,D04,1862992.0,,,,,,,,,,,
76,LN229-120,HDACi-Kinetics,2,D05,1582783.0,,,,,,,,,,,
77,LN229-120,HDACi-Kinetics,2,D06,497569.0,,,,,,,,,,,
78,LN229-120,HDACi-Kinetics,2,D07,1804280.0,,,,,,,,,,,
79,LN229-120,HDACi-Kinetics,2,D08,1748575.0,,,,,,,,,,,
80,LN229-120,HDACi-Kinetics,2,D09,1704741.0,,,,,,,,,,,
81,LN229-120,HDACi-Kinetics,2,D10,1589076.0,,,,,,,,,,,
82,LN229-120,HDACi-Kinetics,2,D11,1686183.0,,,,,,,,,,,
83,LN229-120,HDACi-Kinetics,2,D12,1616244.0,,,,,,,,,,,
84,LN229-120,HDACi-Kinetics,2,D13,1613520.0,,,,,,,,,,,
85,LN229-120,HDACi-Kinetics,2,D14,1658964.0,,,,,,,,,,,
86,LN229-120,HDACi-Kinetics,2,D15,1768797.0,,,,,,,,,,,
87,LN229-120,HDACi-Kinetics,2,D16,1614625.0,,,,,,,,,,,
88,LN229-120,HDACi-Kinetics,2,D17,1679264.0,,,,,,,,,,,
89,LN229-120,HDACi-Kinetics,2,D18,1626644.0,,,,,,,,,,,
90,LN229-120,HDACi-Kinetics,2,D19,1493865.0,,,,,,,,,,,
91,LN229-120,HDACi-Kinetics,2,D20,644111.0,,,,,,,,,,,
92,LN229-120,HDACi-Kinetics,2,D21,1477966.0,,,,,,,,,,,
93,LN229-120,HDACi-Kinetics,2,D22,1653256.0,,,,,,,,,,,
94,LN229-120,HDACi-Kinetics,2,D23,,,,,,,,,,,,
95,LN229-120,HDACi-Kinetics,2,D24,,,,,,,,,,,,
96,LN229-120,HDACi-Kinetics,2,E01,,,,,,,,,,,,
97,LN229-120,HDACi-Kinetics,2,E02,,,,,,,,,,,,
98,LN229-120,HDACi-Kinetics,2,E03,1981437.0,,,,,,,,,,,
99,LN229-120,HDACi-Kinetics,2,E04,1647320.0,,,,,,,,,,,
100,LN229-120,HDACi-Kinetics,2,E05,1196523.0,,,,,,,,,,,
101,LN229-120,HDACi-Kinetics,2,E06,1656497.0,,,,,,,,,,,
102,LN229-120,HDACi-Kinetics,2,E07,1806584.0,,,,,,,,,,,
103,LN229-120,HDACi-Kinetics,2,E08,1667306.0,,,,,,,,,,,
104,LN229-120,HDACi-Kinetics,2,E09,1924355.0,,,,,,,,,,,
105,LN229-120,HDACi-Kinetics,2,E10,1707787.0,,,,,,,,,,,
106,LN229-120,HDACi-Kinetics,2,E11,1696873.0,,,,,,,,,,,
107,LN229-120,HDACi-Kinetics,2,E12,1674235.0,,,,,,,,,,,
108,LN229-120,HDACi-Kinetics,2,E13,1550098.0,,,,,,,,,,,
109,LN229-120,HDACi-Kinetics,2,E14,1582433.0,,,,,,,,,,,
110,LN229-120,HDACi-Kinetics,2,E15,1592367.0,,,,,,,,,,,
111,LN229-120,HDACi-Kinetics,2,E16,1709506.0,,,,,,,,,,,
112,LN229-120,HDACi-Kinetics,2,E17,457412.0,,,,,,,,,,,
113,LN229-120,HDACi-Kinetics,2,E18,189293.0,,,,,,,,,,,
114,LN229-120,HDACi-Kinetics,2,E19,1454655.0,,,,,,,,,,,
115,LN229-120,HDACi-Kinetics,2,E20,1449415.0,,,,,,,,,,,
116,LN229-120,HDACi-Kinetics,2,E21,1453804.0,,,,,,,,,,,
117,LN229-120,HDACi-Kinetics,2,E22,1644232.0,,,,,,,,,,,
118,LN229-120,HDACi-Kinetics,2,E23,,,,,,,,,,,,
119,LN229-120,HDACi-Kinetics,2,E24,,,,,,,,,,,,
120,LN229-120,HDACi-Kinetics,2,F01,,,,,,,,,,,,
121,LN229-120,HDACi-Kinetics,2,F02,,,,,,,,,,,,
122,LN229-120,HDACi-Kinetics,2,F03,1594254.0,,,,,,,,,,,
123,LN229-120,HDACi-Kinetics,2,F04,1693934.0,,,,,,,,,,,
124,LN229-120,HDACi-Kinetics,2,F05,1175002.0,,,,,,,,,,,
125,LN229-120,HDACi-Kinetics,2,F06,1748542.0,,,,,,,,,,,
126,LN229-120,HDACi-Kinetics,2,F07,1512958.0,,,,,,,,,,,
127,LN229-120,HDACi-Kinetics,2,F08,1511937.0,,,,,,,,,,,
128,LN229-120,HDACi-Kinetics,2,F09,1649506.0,,,,,,,,,,,
129,LN229-120,HDACi-Kinetics,2,F10,1749655.0,,,,,,,,,,,
130,LN229-120,HDACi-Kinetics,2,F11,1652720.0,,,,,,,,,,,
131,LN229-120,HDACi-Kinetics,2,F12,1684952.0,,,,,,,,,,,
132,LN229-120,HDACi-Kinetics,2,F13,1528491.0,,,,,,,,,,,
133,LN229-120,HDACi-Kinetics,2,F14,1520883.0,,,,,,,,,,,
134,LN229-120,HDACi-Kinetics,2,F15,111295.0,,,,,,,,,,,
135,LN229-120,HDACi-Kinetics,2,F16,1503988.0,,,,,,,,,,,
136,LN229-120,HDACi-Kinetics,2,F17,353236.0,,,,,,,,,,,
137,LN229-120,HDACi-Kinetics,2,F18,1573117.0,,,,,,,,,,,
138,LN229-120,HDACi-Kinetics,2,F19,1455045.0,,,,,,,,,,,
139,LN229-120,HDACi-Kinetics,2,F20,1572615.0,,,,,,,,,,,
140,LN229-120,HDACi-Kinetics,2,F21,1466519.0,,,,,,,,,,,
141,LN229-120,HDACi-Kinetics,2,F22,1755760.0,,,,,,,,,,,
142,LN229-120,HDACi-Kinetics,2,F23,,,,,,,,,,,,
143,LN229-120,HDACi-Kinetics,2,F24,,,,,,,,,,,,
144,LN229-120,HDACi-Kinetics,2,G01,,,,,,,,,,,,
145,LN229-120,HDACi-Kinetics,2,G02,,,,,,,,,,,,
146,LN229-120,HDACi-Kinetics,2,G03,1803807.0,,,,,,,,,,,
147,LN229-120,HDACi-Kinetics,2,G04,1760250.0,,,,,,,,,,,
148,LN229-120,HDACi-Kinetics,2,G05,1866331.0,,,,,,,,,,,
149,LN229-120,HDACi-Kinetics,2,G06,1869793.0,,,,,,,,,,,
150,LN229-120,HDACi-Kinetics,2,G07,1828730.0,,,,,,,,,,,
151,LN229-120,HDACi-Kinetics,2,G08,1877796.0,,,,,,,,,,,
152,LN229-120,HDACi-Kinetics,2,G09,1680860.0,,,,,,,,,,,
153,LN229-120,HDACi-Kinetics,2,G10,1910011.0,,,,,,,,,,,
154,LN229-120,HDACi-Kinetics,2,G11,120535.0,,,,,,,,,,,
155,LN229-120,HDACi-Kinetics,2,G12,1608048.0,,,,,,,,,,,
156,LN229-120,HDACi-Kinetics,2,G13,277343.0,,,,,,,,,,,
157,LN229-120,HDACi-Kinetics,2,G14,1694003.0,,,,,,,,,,,
158,LN229-120,HDACi-Kinetics,2,G15,1578498.0,,,,,,,,,,,
159,LN229-120,HDACi-Kinetics,2,G16,1801645.0,,,,,,,,,,,
160,LN229-120,HDACi-Kinetics,2,G17,1540273.0,,,,,,,,,,,
161,LN229-120,HDACi-Kinetics,2,G18,1606709.0,,,,,,,,,,,
162,LN229-120,HDACi-Kinetics,2,G19,1756861.0,,,,,,,,,,,
163,LN229-120,HDACi-Kinetics,2,G20,1799299.0,,,,,,,,,,,
164,LN229-120,HDACi-Kinetics,2,G21,1880102.0,,,,,,,,,,,
165,LN229-120,HDACi-Kinetics,2,G22,1732577.0,,,,,,,,,,,
166,LN229-120,HDACi-Kinetics,2,G23,,,,,,,,,,,,
167,LN229-120,HDACi-Kinetics,2,G24,,,,,,,,,,,,
168,LN229-120,HDACi-Kinetics,2,H01,,,,,,,,,,,,
169,LN229-120,HDACi-Kinetics,2,H02,,,,,,,,,,,,
170,LN229-120,HDACi-Kinetics,2,H03,1240688.0,,,,,,,,,,,
171,LN229-120,HDACi-Kinetics,2,H04,1534412.0,,,,,,,,,,,
172,LN229-120,HDACi-Kinetics,2,H05,1547893.0,,,,,,,,,,,
173,LN229-120,HDACi-Kinetics,2,H06,1639844.0,,,,,,,,,,,
174,LN229-120,HDACi-Kinetics,2,H07,1099899.0,,,,,,,,,,,
175,LN229-120,HDACi-Kinetics,2,H08,1797897.0,,,,,,,,,,,
176,LN229-120,HDACi-Kinetics,2,H09,1822452.0,,,,,,,,,,,
177,LN229-120,HDACi-Kinetics,2,H10,1851320.0,,,,,,,,,,,
178,LN229-120,HDACi-Kinetics,2,H11,1629065.0,,,,,,,,,,,
179,LN229-120,HDACi-Kinetics,2,H12,1654222.0,,,,,,,,,,,
180,LN229-120,HDACi-Kinetics,2,H13,1677112.0,,,,,,,,,,,
181,LN229-120,HDACi-Kinetics,2,H14,1595859.0,,,,,,,,,,,
182,LN229-120,HDACi-Kinetics,2,H15,1717712.0,,,,,,,,,,,
183,LN229-120,HDACi-Kinetics,2,H16,1696269.0,,,,,,,,,,,
184,LN229-120,HDACi-Kinetics,2,H17,1610233.0,,,,,,,,,,,
185,LN229-120,HDACi-Kinetics,2,H18,1542235.0,,,,,,,,,,,
186,LN229-120,HDACi-Kinetics,2,H19,146694.0,,,,,,,,,,,
187,LN229-120,HDACi-Kinetics,2,H20,1618183.0,,,,,,,,,,,
188,LN229-120,HDACi-Kinetics,2,H21,111475.0,,,,,,,,,,,
189,LN229-120,HDACi-Kinetics,2,H22,1596939.0,,,,,,,,,,,
190,LN229-120,HDACi-Kinetics,2,H23,,,,,,,,,,,,
191,LN229-120,HDACi-Kinetics,2,H24,,,,,,,,,,,,
192,LN229-120,HDACi-Kinetics,2,I01,,,,,,,,,,,,
193,LN229-120,HDACi-Kinetics,2,I02,,,,,,,,,,,,
194,LN229-120,HDACi-Kinetics,2,I03,1515812.0,M11,Drug17,0.01997999997924,µM,0.06,Sample,1537569.6671577203,13.267285893056584,0.4554687117546058,1676555.0000892123,0.2913863988211967
195,LN229-120,HDACi-Kinetics,2,I04,1565554.0,I12,Drug09,0.0932399991985,µM,0.28,Sample,1513863.2000672212,12.706075140492525,10.12704387683942,1201695.6744912833,0.4379528997484657
196,LN229-120,HDACi-Kinetics,2,I05,822648.0,K06,Drug03,2.131199549246,µM,6.4,Sample,1668287.502702281,22.52719156331898,1.009024376271998,835469.4810649594,0.990421909636246
197,LN229-120,HDACi-Kinetics,2,I06,374645.0,N14,Drug16,0.0932399991985,µM,0.28,Sample,1557491.8258804367,0.9918061963065368,0.0204277395024018,82590.9863753055,0.9975346616301448
198,LN229-120,HDACi-Kinetics,2,I07,1442551.0,N05,Drug00,9.99000000999,µM,30.0,Sample,1401826.2900458723,6.36781787708402,0.0433336175257561,1487963.7216850305,0.2453595749294956
199,LN229-120,HDACi-Kinetics,2,I08,1371257.0,I09,Drug09,9.99000000999,µM,30.0,Sample,1513863.2000672212,12.706075140492525,10.12704387683942,1201695.6744912833,0.4379528997484657
200,LN229-120,HDACi-Kinetics,2,I09,1562270.0,N04,Drug14,0.004329000002453,µM,0.013,Sample,1544824.8003181044,11.484996077707178,11.12823811411264,608590.402929021,0.7345210120966569
201,LN229-120,HDACi-Kinetics,2,I10,1549444.0,I18,Drug08,0.0932399991985,µM,0.28,Sample,1518090.7499779104,12.797896706854448,2.3116514051896764,1605979.0006210294,0.7143597539796567
202,LN229-120,HDACi-Kinetics,2,I11,1559643.0,N08,Drug00,0.0932399991985,µM,0.28,Sample,1401826.2900458723,6.36781787708402,0.0433336175257561,1487963.7216850305,0.2453595749294956
203,LN229-120,HDACi-Kinetics,2,I12,1392217.0,N06,Drug00,2.131199549246,µM,6.4,Sample,1401826.2900458723,6.36781787708402,0.0433336175257561,1487963.7216850305,0.2453595749294956
204,LN229-120,HDACi-Kinetics,2,I13,282316.0,J07,Drug06,9.99000000999,µM,30.0,Sample,1650602.2178738583,1.3250333268386276,1226.5550051914422,-801589642.0642142,0.9527331803960598
205,LN229-120,HDACi-Kinetics,2,I14,1521659.0,M07,Drug17,9.99000000999,µM,30.0,Sample,1537569.6671577203,13.267285893056584,0.4554687117546058,1676555.0000892123,0.2913863988211967
206,LN229-120,HDACi-Kinetics,2,I15,1039947.0,J15,Drug12,0.452879980002,µM,1.36,Sample,1654638.3922215132,0.5335275350226436,2.618527911056016,89008.46263077874,0.8941328951444684
207,LN229-120,HDACi-Kinetics,2,I16,1609193.0,K12,Drug15,2.131199549246,µM,6.4,Sample,1536917.9990006578,10.199482619784009,12.52954122057572,748583.2177963051,0.2200806479218809
208,LN229-120,HDACi-Kinetics,2,I17,1407303.0,K04,Drug02,0.004329000002453,µM,0.013,Sample,1506978.927369862,1.7036574220988965,4.166449157031977,546314.1929528735,0.943112819910696
209,LN229-120,HDACi-Kinetics,2,I18,1450308.0,M15,Drug01,0.452879980002,µM,1.36,Sample,1727522.2212623502,9.971151732540626,0.0176448865454493,1458504.9960724802,0.9899897791641872
210,LN229-120,HDACi-Kinetics,2,I19,1503515.0,M21,Drug14,0.452879980002,µM,1.36,Sample,1544824.8003181044,11.484996077707178,11.12823811411264,608590.402929021,0.7345210120966569
211,LN229-120,HDACi-Kinetics,2,I20,1479555.0,J18,Drug12,0.004329000002453,µM,0.013,Sample,1654638.3922215132,0.5335275350226436,2.618527911056016,89008.46263077874,0.8941328951444684
212,LN229-120,HDACi-Kinetics,2,I21,570941.0,J13,Drug12,9.99000000999,µM,30.0,Sample,1654638.3922215132,0.5335275350226436,2.618527911056016,89008.46263077874,0.8941328951444684
213,LN229-120,HDACi-Kinetics,2,I22,1604436.0,M09,Drug17,0.452879980002,µM,1.36,Sample,1537569.6671577203,13.267285893056584,0.4554687117546058,1676555.0000892123,0.2913863988211967
214,LN229-120,HDACi-Kinetics,2,I23,,,,,,,,,,,,
215,LN229-120,HDACi-Kinetics,2,I24,,,,,,,,,,,,
216,LN229-120,HDACi-Kinetics,2,J01,,,,,,,,,,,,
217,LN229-120,HDACi-Kinetics,2,J02,,,,,,,,,,,,
218,LN229-120,HDACi-Kinetics,2,J03,286680.0,K17,Drug10,9.99000000999,µM,30.0,Sample,1599080.000500294,12.174788083544032,2.333474648801766,286679.97648416,0.9947938574480152
219,LN229-120,HDACi-Kinetics,2,J04,1230592.0,I05,Drug11,0.452879980002,µM,1.36,Sample,1570103.789569379,1.7304871261434345,0.9092347383347508,84696.7574925696,0.9997998747295834
220,LN229-120,HDACi-Kinetics,2,J05,1334579.0,M19,Drug14,9.99000000999,µM,30.0,Sample,1544824.8003181044,11.484996077707178,11.12823811411264,608590.402929021,0.7345210120966569
221,LN229-120,HDACi-Kinetics,2,J06,1583223.0,K21,Drug10,0.01997999997924,µM,0.06,Sample,1599080.000500294,12.174788083544032,2.333474648801766,286679.97648416,0.9947938574480152
222,LN229-120,HDACi-Kinetics,2,J07,1518916.0,M17,Drug01,0.01997999997924,µM,0.06,Sample,1727522.2212623502,9.971151732540626,0.0176448865454493,1458504.9960724802,0.9899897791641872
223,LN229-120,HDACi-Kinetics,2,J08,1529979.0,I06,Drug11,0.0932399991985,µM,0.28,Sample,1570103.789569379,1.7304871261434345,0.9092347383347508,84696.7574925696,0.9997998747295834
224,LN229-120,HDACi-Kinetics,2,J09,1487995.0,K03,Drug02,0.01997999997924,µM,0.06,Sample,1506978.927369862,1.7036574220988965,4.166449157031977,546314.1929528735,0.943112819910696
225,LN229-120,HDACi-Kinetics,2,J10,1590532.0,N21,DMSO normalization,,,30.0,Ctrl,,,,,
226,LN229-120,HDACi-Kinetics,2,J11,1562012.0,L03,Drug05,9.99000000999,µM,30.0,Sample,1549940.499678505,21.65143689027874,0.9643476527245322,1505537.5014735232,0.2482287568694119
227,LN229-120,HDACi-Kinetics,2,J12,1611737.0,J03,Drug07,0.452879980002,µM,1.36,Sample,1585328.001773111,11.639102479796655,2.280395199371022,406573.9596816865,0.9799014869399192
228,LN229-120,HDACi-Kinetics,2,J13,848291.0,K05,Drug03,9.99000000999,µM,30.0,Sample,1668287.502702281,22.52719156331898,1.009024376271998,835469.4810649594,0.990421909636246
229,LN229-120,HDACi-Kinetics,2,J14,1555062.0,J04,Drug07,0.0932399991985,µM,0.28,Sample,1585328.001773111,11.639102479796655,2.280395199371022,406573.9596816865,0.9799014869399192
230,LN229-120,HDACi-Kinetics,2,J15,1535228.0,L17,Drug13,0.452879980002,µM,1.36,Sample,1588549.4000741595,11.111306951580696,11.903693164070152,752787.1424712752,0.2144221145056791
231,LN229-120,HDACi-Kinetics,2,J16,1553944.0,M06,Drug18,0.004329000002453,µM,0.013,Sample,1440084.999979121,14.197213609257524,2.1365479770574765,1746824.0000947623,0.6530843120281907
232,LN229-120,HDACi-Kinetics,2,J17,1557357.0,I10,Drug09,2.131199549246,µM,6.4,Sample,1513863.2000672212,12.706075140492525,10.12704387683942,1201695.6744912833,0.4379528997484657
233,LN229-120,HDACi-Kinetics,2,J18,722918.0,J19,Drug02,9.99000000999,µM,30.0,Sample,1506978.927369862,1.7036574220988965,4.166449157031977,546314.1929528735,0.943112819910696
234,LN229-120,HDACi-Kinetics,2,J19,1485467.0,M10,Drug17,0.0932399991985,µM,0.28,Sample,1537569.6671577203,13.267285893056584,0.4554687117546058,1676555.0000892123,0.2913863988211967
235,LN229-120,HDACi-Kinetics,2,J20,1035142.0,J14,Drug12,2.131199549246,µM,6.4,Sample,1654638.3922215132,0.5335275350226436,2.618527911056016,89008.46263077874,0.8941328951444684
236,LN229-120,HDACi-Kinetics,2,J21,1585720.0,I08,Drug11,0.004329000002453,µM,0.013,Sample,1570103.789569379,1.7304871261434345,0.9092347383347508,84696.7574925696,0.9997998747295834
237,LN229-120,HDACi-Kinetics,2,J22,1448853.0,M14,Drug01,2.131199549246,µM,6.4,Sample,1727522.2212623502,9.971151732540626,0.0176448865454493,1458504.9960724802,0.9899897791641872
238,LN229-120,HDACi-Kinetics,2,J23,,,,,,,,,,,,
239,LN229-120,HDACi-Kinetics,2,J24,,,,,,,,,,,,
240,LN229-120,HDACi-Kinetics,2,K01,,,,,,,,,,,,
241,LN229-120,HDACi-Kinetics,2,K02,,,,,,,,,,,,
242,LN229-120,HDACi-Kinetics,2,K03,1445490.0,L10,Drug04,2.131199549246,µM,6.4,Sample,1640657.2500189925,14.141201381055277,2.256532425893878,1007593.9995456368,0.9225630132807212
243,LN229-120,HDACi-Kinetics,2,K04,1299184.0,N16,Drug16,0.004329000002453,µM,0.013,Sample,1557491.8258804367,0.9918061963065368,0.0204277395024018,82590.9863753055,0.9975346616301448
244,LN229-120,HDACi-Kinetics,2,K05,1713781.0,J17,Drug12,0.01997999997924,µM,0.06,Sample,1654638.3922215132,0.5335275350226436,2.618527911056016,89008.46263077874,0.8941328951444684
245,LN229-120,HDACi-Kinetics,2,K06,1757222.0,N22,DMSO normalization,,,30.0,Ctrl,,,,,
246,LN229-120,HDACi-Kinetics,2,K07,108878.0,I03,Drug11,9.99000000999,µM,30.0,Sample,1570103.789569379,1.7304871261434345,0.9092347383347508,84696.7574925696,0.9997998747295834
247,LN229-120,HDACi-Kinetics,2,K08,1605979.0,I15,Drug08,9.99000000999,µM,30.0,Sample,1518090.7499779104,12.797896706854448,2.3116514051896764,1605979.0006210294,0.7143597539796567
248,LN229-120,HDACi-Kinetics,2,K09,1541039.0,I16,Drug08,2.131199549246,µM,6.4,Sample,1518090.7499779104,12.797896706854448,2.3116514051896764,1605979.0006210294,0.7143597539796567
249,LN229-120,HDACi-Kinetics,2,K10,1831451.0,M08,Drug17,2.131199549246,µM,6.4,Sample,1537569.6671577203,13.267285893056584,0.4554687117546058,1676555.0000892123,0.2913863988211967
250,LN229-120,HDACi-Kinetics,2,K11,111392.0,N12,Drug16,2.131199549246,µM,6.4,Sample,1557491.8258804367,0.9918061963065368,0.0204277395024018,82590.9863753055,0.9975346616301448
251,LN229-120,HDACi-Kinetics,2,K12,1589585.0,K15,Drug15,0.01997999997924,µM,0.06,Sample,1536917.9990006578,10.199482619784009,12.52954122057572,748583.2177963051,0.2200806479218809
252,LN229-120,HDACi-Kinetics,2,K13,1642656.0,J22,Drug02,0.0932399991985,µM,0.28,Sample,1506978.927369862,1.7036574220988965,4.166449157031977,546314.1929528735,0.943112819910696
253,LN229-120,HDACi-Kinetics,2,K14,1605351.0,K08,Drug03,0.0932399991985,µM,0.28,Sample,1668287.502702281,22.52719156331898,1.009024376271998,835469.4810649594,0.990421909636246
254,LN229-120,HDACi-Kinetics,2,K15,1571215.0,L07,Drug05,0.01997999997924,µM,0.06,Sample,1549940.499678505,21.65143689027874,0.9643476527245322,1505537.5014735232,0.2482287568694119
255,LN229-120,HDACi-Kinetics,2,K16,1478965.0,M13,Drug01,9.99000000999,µM,30.0,Sample,1727522.2212623502,9.971151732540626,0.0176448865454493,1458504.9960724802,0.9899897791641872
256,LN229-120,HDACi-Kinetics,2,K17,1557863.0,N07,Drug00,0.452879980002,µM,1.36,Sample,1401826.2900458723,6.36781787708402,0.0433336175257561,1487963.7216850305,0.2453595749294956
257,LN229-120,HDACi-Kinetics,2,K18,1590726.0,L22,Drug18,2.131199549246,µM,6.4,Sample,1440084.999979121,14.197213609257524,2.1365479770574765,1746824.0000947623,0.6530843120281907
258,LN229-120,HDACi-Kinetics,2,K19,1533252.0,J12,Drug06,0.004329000002453,µM,0.013,Sample,1650602.2178738583,1.3250333268386276,1226.5550051914422,-801589642.0642142,0.9527331803960598
259,LN229-120,HDACi-Kinetics,2,K20,1467469.0,N10,Drug00,0.004329000002453,µM,0.013,Sample,1401826.2900458723,6.36781787708402,0.0433336175257561,1487963.7216850305,0.2453595749294956
260,LN229-120,HDACi-Kinetics,2,K21,1535168.0,I20,Drug08,0.004329000002453,µM,0.013,Sample,1518090.7499779104,12.797896706854448,2.3116514051896764,1605979.0006210294,0.7143597539796567
261,LN229-120,HDACi-Kinetics,2,K22,1638402.0,M20,Drug14,2.131199549246,µM,6.4,Sample,1544824.8003181044,11.484996077707178,11.12823811411264,608590.402929021,0.7345210120966569
262,LN229-120,HDACi-Kinetics,2,K23,,,,,,,,,,,,
263,LN229-120,HDACi-Kinetics,2,K24,,,,,,,,,,,,
264,LN229-120,HDACi-Kinetics,2,L01,,,,,,,,,,,,
