,Patient,Template,Plate,Well,Value,NonRandomWell,Fluid,Concentration,Unit,Dispensedvolume,Content,Top,Steepness,IC50,Bottom,R2
55,LN229-72,HDACi-Kinetics,2,C08,441391.0,,,,,,,,,,,
56,LN229-72,HDACi-Kinetics,2,C09,495299.0,,,,,,,,,,,
57,LN229-72,HDACi-Kinetics,2,C10,374364.0,,,,,,,,,,,
58,LN229-72,HDACi-Kinetics,2,C11,395631.0,,,,,,,,,,,
59,LN229-72,HDACi-Kinetics,2,C12,33794.0,,,,,,,,,,,
60,LN229-72,HDACi-Kinetics,2,C13,434180.0,,,,,,,,,,,
61,LN229-72,HDACi-Kinetics,2,C14,553221.0,,,,,,,,,,,
62,LN229-72,HDACi-Kinetics,2,C15,516009.0,,,,,,,,,,,
63,LN229-72,HDACi-Kinetics,2,C16,402925.0,,,,,,,,,,,
64,LN229-72,HDACi-Kinetics,2,C17,84035.0,,,,,,,,,,,
65,LN229-72,HDACi-Kinetics,2,C18,361106.0,,,,,,,,,,,
66,LN229-72,HDACi-Kinetics,2,C19,434468.0,,,,,,,,,,,
67,LN229-72,HDACi-Kinetics,2,C20,469495.0,,,,,,,,,,,
68,LN229-72,HDACi-Kinetics,2,C21,401309.0,,,,,,,,,,,
69,LN229-72,HDACi-Kinetics,2,C22,484562.0,,,,,,,,,,,
70,LN229-72,HDACi-Kinetics,2,C23,,,,,,,,,,,,
71,LN229-72,HDACi-Kinetics,2,C24,,,,,,,,,,,,
72,LN229-72,HDACi-Kinetics,2,D01,,,,,,,,,,,,
73,LN229-72,HDACi-Kinetics,2,D02,,,,,,,,,,,,
74,LN229-72,HDACi-Kinetics,2,D03,389307.0,,,,,,,,,,,
75,LN229-72,HDACi-Kinetics,2,D04,382358.0,,,,,,,,,,,
76,LN229-72,HDACi-Kinetics,2,D05,442778.0,,,,,,,,,,,
77,LN229-72,HDACi-Kinetics,2,D06,305841.0,,,,,,,,,,,
78,LN229-72,HDACi-Kinetics,2,D07,503901.0,,,,,,,,,,,
79,LN229-72,HDACi-Kinetics,2,D08,455994.0,,,,,,,,,,,
80,LN229-72,HDACi-Kinetics,2,D09,445993.0,,,,,,,,,,,
81,LN229-72,HDACi-Kinetics,2,D10,464950.0,,,,,,,,,,,
82,LN229-72,HDACi-Kinetics,2,D11,442184.0,,,,,,,,,,,
83,LN229-72,HDACi-Kinetics,2,D12,499284.0,,,,,,,,,,,
84,LN229-72,HDACi-Kinetics,2,D13,489511.0,,,,,,,,,,,
85,LN229-72,HDACi-Kinetics,2,D14,521307.0,,,,,,,,,,,
86,LN229-72,HDACi-Kinetics,2,D15,496186.0,,,,,,,,,,,
87,LN229-72,HDACi-Kinetics,2,D16,410077.0,,,,,,,,,,,
88,LN229-72,HDACi-Kinetics,2,D17,274636.0,,,,,,,,,,,
89,LN229-72,HDACi-Kinetics,2,D18,397500.0,,,,,,,,,,,
90,LN229-72,HDACi-Kinetics,2,D19,371548.0,,,,,,,,,,,
91,LN229-72,HDACi-Kinetics,2,D20,400907.0,,,,,,,,,,,
92,LN229-72,HDACi-Kinetics,2,D21,509923.0,,,,,,,,,,,
93,LN229-72,HDACi-Kinetics,2,D22,500540.0,,,,,,,,,,,
94,LN229-72,HDACi-Kinetics,2,D23,,,,,,,,,,,,
95,LN229-72,HDACi-Kinetics,2,D24,,,,,,,,,,,,
96,LN229-72,HDACi-Kinetics,2,E01,,,,,,,,,,,,
97,LN229-72,HDACi-Kinetics,2,E02,,,,,,,,,,,,
98,LN229-72,HDACi-Kinetics,2,E03,490328.0,,,,,,,,,,,
99,LN229-72,HDACi-Kinetics,2,E04,418506.0,,,,,,,,,,,
100,LN229-72,HDACi-Kinetics,2,E05,466765.0,,,,,,,,,,,
101,LN229-72,HDACi-Kinetics,2,E06,422709.0,,,,,,,,,,,
102,LN229-72,HDACi-Kinetics,2,E07,505541.0,,,,,,,,,,,
103,LN229-72,HDACi-Kinetics,2,E08,337534.0,,,,,,,,,,,
104,LN229-72,HDACi-Kinetics,2,E09,451166.0,,,,,,,,,,,
105,LN229-72,HDACi-Kinetics,2,E10,517288.0,,,,,,,,,,,
106,LN229-72,HDACi-Kinetics,2,E11,425435.0,,,,,,,,,,,
107,LN229-72,HDACi-Kinetics,2,E12,389018.0,,,,,,,,,,,
108,LN229-72,HDACi-Kinetics,2,E13,506667.0,,,,,,,,,,,
109,LN229-72,HDACi-Kinetics,2,E14,412497.0,,,,,,,,,,,
110,LN229-72,HDACi-Kinetics,2,E15,420567.0,,,,,,,,,,,
111,LN229-72,HDACi-Kinetics,2,E16,460373.0,,,,,,,,,,,
112,LN229-72,HDACi-Kinetics,2,E17,101377.0,,,,,,,,,,,
113,LN229-72,HDACi-Kinetics,2,E18,137544.0,,,,,,,,,,,
114,LN229-72,HDACi-Kinetics,2,E19,345356.0,,,,,,,,,,,
115,LN229-72,HDACi-Kinetics,2,E20,488036.0,,,,,,,,,,,
116,LN229-72,HDACi-Kinetics,2,E21,461695.0,,,,,,,,,,,
117,LN229-72,HDACi-Kinetics,2,E22,417615.0,,,,,,,,,,,
118,LN229-72,HDACi-Kinetics,2,E23,,,,,,,,,,,,
119,LN229-72,HDACi-Kinetics,2,E24,,,,,,,,,,,,
120,LN229-72,HDACi-Kinetics,2,F01,,,,,,,,,,,,
121,LN229-72,HDACi-Kinetics,2,F02,,,,,,,,,,,,
122,LN229-72,HDACi-Kinetics,2,F03,346097.0,,,,,,,,,,,
123,LN229-72,HDACi-Kinetics,2,F04,438711.0,,,,,,,,,,,
124,LN229-72,HDACi-Kinetics,2,F05,283192.0,,,,,,,,,,,
125,LN229-72,HDACi-Kinetics,2,F06,473295.0,,,,,,,,,,,
126,LN229-72,HDACi-Kinetics,2,F07,402621.0,,,,,,,,,,,
127,LN229-72,HDACi-Kinetics,2,F08,379383.0,,,,,,,,,,,
128,LN229-72,HDACi-Kinetics,2,F09,377918.0,,,,,,,,,,,
129,LN229-72,HDACi-Kinetics,2,F10,416449.0,,,,,,,,,,,
130,LN229-72,HDACi-Kinetics,2,F11,400680.0,,,,,,,,,,,
131,LN229-72,HDACi-Kinetics,2,F12,475849.0,,,,,,,,,,,
132,LN229-72,HDACi-Kinetics,2,F13,380873.0,,,,,,,,,,,
133,LN229-72,HDACi-Kinetics,2,F14,401719.0,,,,,,,,,,,
134,LN229-72,HDACi-Kinetics,2,F15,28429.0,,,,,,,,,,,
135,LN229-72,HDACi-Kinetics,2,F16,368531.0,,,,,,,,,,,
136,LN229-72,HDACi-Kinetics,2,F17,84192.0,,,,,,,,,,,
137,LN229-72,HDACi-Kinetics,2,F18,,,,,,,,,,,,
138,LN229-72,HDACi-Kinetics,2,F19,435956.0,,,,,,,,,,,
139,LN229-72,HDACi-Kinetics,2,F20,444545.0,,,,,,,,,,,
140,LN229-72,HDACi-Kinetics,2,F21,530680.0,,,,,,,,,,,
141,LN229-72,HDACi-Kinetics,2,F22,561578.0,,,,,,,,,,,
142,LN229-72,HDACi-Kinetics,2,F23,,,,,,,,,,,,
143,LN229-72,HDACi-Kinetics,2,F24,,,,,,,,,,,,
144,LN229-72,HDACi-Kinetics,2,G01,,,,,,,,,,,,
145,LN229-72,HDACi-Kinetics,2,G02,,,,,,,,,,,,
146,LN229-72,HDACi-Kinetics,2,G03,507534.0,,,,,,,,,,,
147,LN229-72,HDACi-Kinetics,2,G04,632235.0,,,,,,,,,,,
148,LN229-72,HDACi-Kinetics,2,G05,539710.0,,,,,,,,,,,
149,LN229-72,HDACi-Kinetics,2,G06,509043.0,,,,,,,,,,,
150,LN229-72,HDACi-Kinetics,2,G07,476100.0,,,,,,,,,,,
151,LN229-72,HDACi-Kinetics,2,G08,322963.0,,,,,,,,,,,
152,LN229-72,HDACi-Kinetics,2,G09,381243.0,,,,,,,,,,,
153,LN229-72,HDACi-Kinetics,2,G10,384601.0,,,,,,,,,,,
154,LN229-72,HDACi-Kinetics,2,G11,28375.0,,,,,,,,,,,
155,LN229-72,HDACi-Kinetics,2,G12,407111.0,,,,,,,,,,,
156,LN229-72,HDACi-Kinetics,2,G13,52239.0,,,,,,,,,,,
157,LN229-72,HDACi-Kinetics,2,G14,308742.0,,,,,,,,,,,
158,LN229-72,HDACi-Kinetics,2,G15,249850.0,,,,,,,,,,,
159,LN229-72,HDACi-Kinetics,2,G16,231657.0,,,,,,,,,,,
160,LN229-72,HDACi-Kinetics,2,G17,314937.0,,,,,,,,,,,
161,LN229-72,HDACi-Kinetics,2,G18,314350.0,,,,,,,,,,,
162,LN229-72,HDACi-Kinetics,2,G19,275886.0,,,,,,,,,,,
163,LN229-72,HDACi-Kinetics,2,G20,406715.0,,,,,,,,,,,
164,LN229-72,HDACi-Kinetics,2,G21,317437.0,,,,,,,,,,,
165,LN229-72,HDACi-Kinetics,2,G22,413262.0,,,,,,,,,,,
166,LN229-72,HDACi-Kinetics,2,G23,,,,,,,,,,,,
167,LN229-72,HDACi-Kinetics,2,G24,,,,,,,,,,,,
168,LN229-72,HDACi-Kinetics,2,H01,,,,,,,,,,,,
169,LN229-72,HDACi-Kinetics,2,H02,,,,,,,,,,,,
170,LN229-72,HDACi-Kinetics,2,H03,407753.0,,,,,,,,,,,
171,LN229-72,HDACi-Kinetics,2,H04,371323.0,,,,,,,,,,,
172,LN229-72,HDACi-Kinetics,2,H05,359511.0,,,,,,,,,,,
173,LN229-72,HDACi-Kinetics,2,H06,348989.0,,,,,,,,,,,
174,LN229-72,HDACi-Kinetics,2,H07,192587.0,,,,,,,,,,,
175,LN229-72,HDACi-Kinetics,2,H08,446524.0,,,,,,,,,,,
176,LN229-72,HDACi-Kinetics,2,H09,176476.0,,,,,,,,,,,
177,LN229-72,HDACi-Kinetics,2,H10,186707.0,,,,,,,,,,,
178,LN229-72,HDACi-Kinetics,2,H11,196504.0,,,,,,,,,,,
179,LN229-72,HDACi-Kinetics,2,H12,200332.0,,,,,,,,,,,
180,LN229-72,HDACi-Kinetics,2,H13,165292.0,,,,,,,,,,,
181,LN229-72,HDACi-Kinetics,2,H14,168481.0,,,,,,,,,,,
182,LN229-72,HDACi-Kinetics,2,H15,139676.0,,,,,,,,,,,
183,LN229-72,HDACi-Kinetics,2,H16,211934.0,,,,,,,,,,,
184,LN229-72,HDACi-Kinetics,2,H17,168229.0,,,,,,,,,,,
185,LN229-72,HDACi-Kinetics,2,H18,220907.0,,,,,,,,,,,
186,LN229-72,HDACi-Kinetics,2,H19,26921.0,,,,,,,,,,,
187,LN229-72,HDACi-Kinetics,2,H20,206982.0,,,,,,,,,,,
188,LN229-72,HDACi-Kinetics,2,H21,23205.0,,,,,,,,,,,
189,LN229-72,HDACi-Kinetics,2,H22,257354.0,,,,,,,,,,,
190,LN229-72,HDACi-Kinetics,2,H23,,,,,,,,,,,,
191,LN229-72,HDACi-Kinetics,2,H24,,,,,,,,,,,,
192,LN229-72,HDACi-Kinetics,2,I01,,,,,,,,,,,,
193,LN229-72,HDACi-Kinetics,2,I02,,,,,,,,,,,,
194,LN229-72,HDACi-Kinetics,2,I03,800826.0,M11,Drug17,0.01997999997924,µM,0.06,Sample,-318898.5208943484,10.71589226300817,0.0038849688925544,690044.4019334674,0.6382884714781034
195,LN229-72,HDACi-Kinetics,2,I04,803702.0,I12,Drug09,0.0932399991985,µM,0.28,Sample,469012.99999994895,18.03922186779775,0.0216332221052178,674300.0000001839,0.4213439361360653
196,LN229-72,HDACi-Kinetics,2,I05,698295.0,K06,Drug03,2.131199549246,µM,6.4,Sample,490229.2488642719,11.893902656520966,2.057704829120586,835359.0027005476,0.9637553201730628
197,LN229-72,HDACi-Kinetics,2,I06,319174.0,N14,Drug16,0.0932399991985,µM,0.28,Sample,20306429.96441687,0.2430699413763868,1.6596724583880143e-09,-65568.2592605344,0.8545511407478296
198,LN229-72,HDACi-Kinetics,2,I07,340308.0,N05,Drug00,9.99000000999,µM,30.0,Sample,606546.0004385683,14.675864905464458,7.330667141218882,337473.91190316546,0.7843652375074003
199,LN229-72,HDACi-Kinetics,2,I08,730681.0,I09,Drug09,9.99000000999,µM,30.0,Sample,469012.99999994895,18.03922186779775,0.0216332221052178,674300.0000001839,0.4213439361360653
200,LN229-72,HDACi-Kinetics,2,I09,760933.0,N04,Drug14,0.004329000002453,µM,0.013,Sample,1819283.8803488703,10.914667904276584,0.0038120718998078,496784.79683221865,0.7717568348596835
201,LN229-72,HDACi-Kinetics,2,I10,713244.0,I18,Drug08,0.0932399991985,µM,0.28,Sample,583269.6106515776,16.54564660940422,0.2178600348975077,513884.2803851348,0.1854997617522071
202,LN229-72,HDACi-Kinetics,2,I11,689213.0,N08,Drug00,0.0932399991985,µM,0.28,Sample,606546.0004385683,14.675864905464458,7.330667141218882,337473.91190316546,0.7843652375074003
203,LN229-72,HDACi-Kinetics,2,I12,660109.0,N06,Drug00,2.131199549246,µM,6.4,Sample,606546.0004385683,14.675864905464458,7.330667141218882,337473.91190316546,0.7843652375074003
204,LN229-72,HDACi-Kinetics,2,I13,622228.0,J07,Drug06,9.99000000999,µM,30.0,Sample,476524.0000672281,12.07300509180204,10.338458970480998,842634.141033497,0.4638983904414822
205,LN229-72,HDACi-Kinetics,2,I14,715438.0,M07,Drug17,9.99000000999,µM,30.0,Sample,-318898.5208943484,10.71589226300817,0.0038849688925544,690044.4019334674,0.6382884714781034
206,LN229-72,HDACi-Kinetics,2,I15,645315.0,J15,Drug12,0.452879980002,µM,1.36,Sample,635311.0000635518,26.146444994259,0.0405402704022666,517995.75048818014,0.2961021468193204
207,LN229-72,HDACi-Kinetics,2,I16,696740.0,K12,Drug15,2.131199549246,µM,6.4,Sample,507918.7983342587,10.54708703245002,10.611653038102592,30720.642809537472,0.2927376918281319
208,LN229-72,HDACi-Kinetics,2,I17,667899.0,K04,Drug02,0.004329000002453,µM,0.013,Sample,667776.0003897971,12.91707080397473,0.0886208043410519,492180.9999624787,0.4978025051283408
209,LN229-72,HDACi-Kinetics,2,I18,616565.0,M15,Drug01,0.452879980002,µM,1.36,Sample,257589.82564723163,12.188405632710223,0.0043776080805201,599722.8000639433,0.405459826821464
210,LN229-72,HDACi-Kinetics,2,I19,596044.0,M21,Drug14,0.452879980002,µM,1.36,Sample,1819283.8803488703,10.914667904276584,0.0038120718998078,496784.79683221865,0.7717568348596835
211,LN229-72,HDACi-Kinetics,2,I20,609397.0,J18,Drug12,0.004329000002453,µM,0.013,Sample,635311.0000635518,26.146444994259,0.0405402704022666,517995.75048818014,0.2961021468193204
212,LN229-72,HDACi-Kinetics,2,I21,523546.0,J13,Drug12,9.99000000999,µM,30.0,Sample,635311.0000635518,26.146444994259,0.0405402704022666,517995.75048818014,0.2961021468193204
213,LN229-72,HDACi-Kinetics,2,I22,620979.0,M09,Drug17,0.452879980002,µM,1.36,Sample,-318898.5208943484,10.71589226300817,0.0038849688925544,690044.4019334674,0.6382884714781034
214,LN229-72,HDACi-Kinetics,2,I23,,,,,,,,,,,,
215,LN229-72,HDACi-Kinetics,2,I24,,,,,,,,,,,,
216,LN229-72,HDACi-Kinetics,2,J01,,,,,,,,,,,,
217,LN229-72,HDACi-Kinetics,2,J02,,,,,,,,,,,,
218,LN229-72,HDACi-Kinetics,2,J03,318040.0,K17,Drug10,9.99000000999,µM,30.0,Sample,571293.8088535548,0.5349696717696649,4.740639258717799,154614.02590229514,0.8429537377075086
219,LN229-72,HDACi-Kinetics,2,J04,720449.0,I05,Drug11,0.452879980002,µM,1.36,Sample,646823.5000183634,15.538523473688588,1.9602604927719651,79728.99999419217,0.9280177166752036
220,LN229-72,HDACi-Kinetics,2,J05,525026.0,M19,Drug14,9.99000000999,µM,30.0,Sample,1819283.8803488703,10.914667904276584,0.0038120718998078,496784.79683221865,0.7717568348596835
221,LN229-72,HDACi-Kinetics,2,J06,622550.0,K21,Drug10,0.01997999997924,µM,0.06,Sample,571293.8088535548,0.5349696717696649,4.740639258717799,154614.02590229514,0.8429537377075086
222,LN229-72,HDACi-Kinetics,2,J07,664619.0,M17,Drug01,0.01997999997924,µM,0.06,Sample,257589.82564723163,12.188405632710223,0.0043776080805201,599722.8000639433,0.405459826821464
223,LN229-72,HDACi-Kinetics,2,J08,680475.0,I06,Drug11,0.0932399991985,µM,0.28,Sample,646823.5000183634,15.538523473688588,1.9602604927719651,79728.99999419217,0.9280177166752036
224,LN229-72,HDACi-Kinetics,2,J09,667653.0,K03,Drug02,0.01997999997924,µM,0.06,Sample,667776.0003897971,12.91707080397473,0.0886208043410519,492180.9999624787,0.4978025051283408
225,LN229-72,HDACi-Kinetics,2,J10,681118.0,N21,DMSO normalization,,,30.0,Ctrl,,,,,
226,LN229-72,HDACi-Kinetics,2,J11,844984.0,L03,Drug05,9.99000000999,µM,30.0,Sample,498712.91338280216,0.9893547330111444,1505254.3197044176,45888040173.754944,0.9081848461635708
227,LN229-72,HDACi-Kinetics,2,J12,764287.0,J03,Drug07,0.452879980002,µM,1.36,Sample,369659.9999993413,16.464429753298724,0.0215928827382111,573623.5000017692,0.35201388270427
228,LN229-72,HDACi-Kinetics,2,J13,835359.0,K05,Drug03,9.99000000999,µM,30.0,Sample,490229.2488642719,11.893902656520966,2.057704829120586,835359.0027005476,0.9637553201730628
229,LN229-72,HDACi-Kinetics,2,J14,661539.0,J04,Drug07,0.0932399991985,µM,0.28,Sample,369659.9999993413,16.464429753298724,0.0215928827382111,573623.5000017692,0.35201388270427
230,LN229-72,HDACi-Kinetics,2,J15,612663.0,L17,Drug13,0.452879980002,µM,1.36,Sample,396875.9999807311,13.955769498831968,0.0214034001386189,490435.7500281336,0.2187757018928624
231,LN229-72,HDACi-Kinetics,2,J16,627507.0,M06,Drug18,0.004329000002453,µM,0.013,Sample,985921.4748765766,11.294731843124731,0.0039104084298347,513863.1997895157,0.3361678822223309
232,LN229-72,HDACi-Kinetics,2,J17,697431.0,I10,Drug09,2.131199549246,µM,6.4,Sample,469012.99999994895,18.03922186779775,0.0216332221052178,674300.0000001839,0.4213439361360653
233,LN229-72,HDACi-Kinetics,2,J18,640428.0,J19,Drug02,9.99000000999,µM,30.0,Sample,667776.0003897971,12.91707080397473,0.0886208043410519,492180.9999624787,0.4978025051283408
234,LN229-72,HDACi-Kinetics,2,J19,717548.0,M10,Drug17,0.0932399991985,µM,0.28,Sample,-318898.5208943484,10.71589226300817,0.0038849688925544,690044.4019334674,0.6382884714781034
235,LN229-72,HDACi-Kinetics,2,J20,544329.0,J14,Drug12,2.131199549246,µM,6.4,Sample,635311.0000635518,26.146444994259,0.0405402704022666,517995.75048818014,0.2961021468193204
236,LN229-72,HDACi-Kinetics,2,J21,679148.0,I08,Drug11,0.004329000002453,µM,0.013,Sample,646823.5000183634,15.538523473688588,1.9602604927719651,79728.99999419217,0.9280177166752036
237,LN229-72,HDACi-Kinetics,2,J22,632975.0,M14,Drug01,2.131199549246,µM,6.4,Sample,257589.82564723163,12.188405632710223,0.0043776080805201,599722.8000639433,0.405459826821464
238,LN229-72,HDACi-Kinetics,2,J23,,,,,,,,,,,,
239,LN229-72,HDACi-Kinetics,2,J24,,,,,,,,,,,,
240,LN229-72,HDACi-Kinetics,2,K01,,,,,,,,,,,,
241,LN229-72,HDACi-Kinetics,2,K02,,,,,,,,,,,,
242,LN229-72,HDACi-Kinetics,2,K03,646615.0,L10,Drug04,2.131199549246,µM,6.4,Sample,-62803653.01137854,1.1643037196886314,1.846015137771453e-05,530729.5302005998,0.3241037549792356
243,LN229-72,HDACi-Kinetics,2,K04,499900.0,N16,Drug16,0.004329000002453,µM,0.013,Sample,20306429.96441687,0.2430699413763868,1.6596724583880143e-09,-65568.2592605344,0.8545511407478296
244,LN229-72,HDACi-Kinetics,2,K05,661225.0,J17,Drug12,0.01997999997924,µM,0.06,Sample,635311.0000635518,26.146444994259,0.0405402704022666,517995.75048818014,0.2961021468193204
245,LN229-72,HDACi-Kinetics,2,K06,632838.0,N22,DMSO normalization,,,30.0,Ctrl,,,,,
246,LN229-72,HDACi-Kinetics,2,K07,79729.0,I03,Drug11,9.99000000999,µM,30.0,Sample,646823.5000183634,15.538523473688588,1.9602604927719651,79728.99999419217,0.9280177166752036
247,LN229-72,HDACi-Kinetics,2,K08,561201.0,I15,Drug08,9.99000000999,µM,30.0,Sample,583269.6106515776,16.54564660940422,0.2178600348975077,513884.2803851348,0.1854997617522071
248,LN229-72,HDACi-Kinetics,2,K09,487505.0,I16,Drug08,2.131199549246,µM,6.4,Sample,583269.6106515776,16.54564660940422,0.2178600348975077,513884.2803851348,0.1854997617522071
249,LN229-72,HDACi-Kinetics,2,K10,595431.0,M08,Drug17,2.131199549246,µM,6.4,Sample,-318898.5208943484,10.71589226300817,0.0038849688925544,690044.4019334674,0.6382884714781034
250,LN229-72,HDACi-Kinetics,2,K11,45437.0,N12,Drug16,2.131199549246,µM,6.4,Sample,20306429.96441687,0.2430699413763868,1.6596724583880143e-09,-65568.2592605344,0.8545511407478296
251,LN229-72,HDACi-Kinetics,2,K12,535751.0,K15,Drug15,0.01997999997924,µM,0.06,Sample,507918.7983342587,10.54708703245002,10.611653038102592,30720.642809537472,0.2927376918281319
252,LN229-72,HDACi-Kinetics,2,K13,552157.0,J22,Drug02,0.0932399991985,µM,0.28,Sample,667776.0003897971,12.91707080397473,0.0886208043410519,492180.9999624787,0.4978025051283408
253,LN229-72,HDACi-Kinetics,2,K14,523552.0,K08,Drug03,0.0932399991985,µM,0.28,Sample,490229.2488642719,11.893902656520966,2.057704829120586,835359.0027005476,0.9637553201730628
254,LN229-72,HDACi-Kinetics,2,K15,533208.0,L07,Drug05,0.01997999997924,µM,0.06,Sample,498712.91338280216,0.9893547330111444,1505254.3197044176,45888040173.754944,0.9081848461635708
255,LN229-72,HDACi-Kinetics,2,K16,661751.0,M13,Drug01,9.99000000999,µM,30.0,Sample,257589.82564723163,12.188405632710223,0.0043776080805201,599722.8000639433,0.405459826821464
256,LN229-72,HDACi-Kinetics,2,K17,568960.0,N07,Drug00,0.452879980002,µM,1.36,Sample,606546.0004385683,14.675864905464458,7.330667141218882,337473.91190316546,0.7843652375074003
257,LN229-72,HDACi-Kinetics,2,K18,595726.0,L22,Drug18,2.131199549246,µM,6.4,Sample,985921.4748765766,11.294731843124731,0.0039104084298347,513863.1997895157,0.3361678822223309
258,LN229-72,HDACi-Kinetics,2,K19,521223.0,J12,Drug06,0.004329000002453,µM,0.013,Sample,476524.0000672281,12.07300509180204,10.338458970480998,842634.141033497,0.4638983904414822
259,LN229-72,HDACi-Kinetics,2,K20,568585.0,N10,Drug00,0.004329000002453,µM,0.013,Sample,606546.0004385683,14.675864905464458,7.330667141218882,337473.91190316546,0.7843652375074003
260,LN229-72,HDACi-Kinetics,2,K21,556981.0,I20,Drug08,0.004329000002453,µM,0.013,Sample,583269.6106515776,16.54564660940422,0.2178600348975077,513884.2803851348,0.1854997617522071
261,LN229-72,HDACi-Kinetics,2,K22,426930.0,M20,Drug14,2.131199549246,µM,6.4,Sample,1819283.8803488703,10.914667904276584,0.0038120718998078,496784.79683221865,0.7717568348596835
262,LN229-72,HDACi-Kinetics,2,K23,,,,,,,,,,,,
263,LN229-72,HDACi-Kinetics,2,K24,,,,,,,,,,,,
264,LN229-72,HDACi-Kinetics,2,L01,,,,,,,,,,,,
265,LN229-72,HDACi-Kinetics,2,L02,,,,,,,,,,,,
266,LN229-72,HDACi-Kinetics,2,L03,555798.0,L21,Drug18,9.99000000999,µM,30.0,Sample,985921.4748765766,11.294731843124731,0.0039104084298347,513863.1997895157,0.3361678822223309
267,LN229-72,HDACi-Kinetics,2,L04,545863.0,N09,Drug00,0.01997999997924,µM,0.06,Sample,606546.0004385683,14.675864905464458,7.330667141218882,337473.91190316546,0.7843652375074003
