,Patient,Template,Plate,Well,Value,NonRandomWell,Fluid,Concentration,Unit,Dispensedvolume,Content,Top,Steepness,IC50,Bottom,R2
42,UW228-3-120,HDACi-Kinetics,2,B19,,,,,,,,,,,,
43,UW228-3-120,HDACi-Kinetics,2,B20,,,,,,,,,,,,
44,UW228-3-120,HDACi-Kinetics,2,B21,,,,,,,,,,,,
45,UW228-3-120,HDACi-Kinetics,2,B22,,,,,,,,,,,,
46,UW228-3-120,HDACi-Kinetics,2,B23,,,,,,,,,,,,
47,UW228-3-120,HDACi-Kinetics,2,B24,,,,,,,,,,,,
48,UW228-3-120,HDACi-Kinetics,2,C01,,,,,,,,,,,,
49,UW228-3-120,HDACi-Kinetics,2,C02,,,,,,,,,,,,
50,UW228-3-120,HDACi-Kinetics,2,C03,2066080.0,,,,,,,,,,,
51,UW228-3-120,HDACi-Kinetics,2,C04,1223137.0,,,,,,,,,,,
52,UW228-3-120,HDACi-Kinetics,2,C05,1757966.0,,,,,,,,,,,
53,UW228-3-120,HDACi-Kinetics,2,C06,1831081.0,,,,,,,,,,,
54,UW228-3-120,HDACi-Kinetics,2,C07,1937390.0,,,,,,,,,,,
55,UW228-3-120,HDACi-Kinetics,2,C08,1950075.0,,,,,,,,,,,
56,UW228-3-120,HDACi-Kinetics,2,C09,1694974.0,,,,,,,,,,,
57,UW228-3-120,HDACi-Kinetics,2,C10,1887116.0,,,,,,,,,,,
58,UW228-3-120,HDACi-Kinetics,2,C11,1575683.0,,,,,,,,,,,
59,UW228-3-120,HDACi-Kinetics,2,C12,1356695.0,,,,,,,,,,,
60,UW228-3-120,HDACi-Kinetics,2,C13,1638518.0,,,,,,,,,,,
61,UW228-3-120,HDACi-Kinetics,2,C14,1538002.0,,,,,,,,,,,
62,UW228-3-120,HDACi-Kinetics,2,C15,1505596.0,,,,,,,,,,,
63,UW228-3-120,HDACi-Kinetics,2,C16,1559633.0,,,,,,,,,,,
64,UW228-3-120,HDACi-Kinetics,2,C17,147863.0,,,,,,,,,,,
65,UW228-3-120,HDACi-Kinetics,2,C18,1504188.0,,,,,,,,,,,
66,UW228-3-120,HDACi-Kinetics,2,C19,1484447.0,,,,,,,,,,,
67,UW228-3-120,HDACi-Kinetics,2,C20,1452385.0,,,,,,,,,,,
68,UW228-3-120,HDACi-Kinetics,2,C21,1473012.0,,,,,,,,,,,
69,UW228-3-120,HDACi-Kinetics,2,C22,1538223.0,,,,,,,,,,,
70,UW228-3-120,HDACi-Kinetics,2,C23,,,,,,,,,,,,
71,UW228-3-120,HDACi-Kinetics,2,C24,,,,,,,,,,,,
72,UW228-3-120,HDACi-Kinetics,2,D01,,,,,,,,,,,,
73,UW228-3-120,HDACi-Kinetics,2,D02,,,,,,,,,,,,
74,UW228-3-120,HDACi-Kinetics,2,D03,1826599.0,,,,,,,,,,,
75,UW228-3-120,HDACi-Kinetics,2,D04,2030527.0,,,,,,,,,,,
76,UW228-3-120,HDACi-Kinetics,2,D05,1784677.0,,,,,,,,,,,
77,UW228-3-120,HDACi-Kinetics,2,D06,1656244.0,,,,,,,,,,,
78,UW228-3-120,HDACi-Kinetics,2,D07,1632190.0,,,,,,,,,,,
79,UW228-3-120,HDACi-Kinetics,2,D08,1614350.0,,,,,,,,,,,
80,UW228-3-120,HDACi-Kinetics,2,D09,1828377.0,,,,,,,,,,,
81,UW228-3-120,HDACi-Kinetics,2,D10,1552244.0,,,,,,,,,,,
82,UW228-3-120,HDACi-Kinetics,2,D11,1696131.0,,,,,,,,,,,
83,UW228-3-120,HDACi-Kinetics,2,D12,1683302.0,,,,,,,,,,,
84,UW228-3-120,HDACi-Kinetics,2,D13,1552428.0,,,,,,,,,,,
85,UW228-3-120,HDACi-Kinetics,2,D14,1502521.0,,,,,,,,,,,
86,UW228-3-120,HDACi-Kinetics,2,D15,1555198.0,,,,,,,,,,,
87,UW228-3-120,HDACi-Kinetics,2,D16,1490601.0,,,,,,,,,,,
88,UW228-3-120,HDACi-Kinetics,2,D17,1404306.0,,,,,,,,,,,
89,UW228-3-120,HDACi-Kinetics,2,D18,1613450.0,,,,,,,,,,,
90,UW228-3-120,HDACi-Kinetics,2,D19,1614305.0,,,,,,,,,,,
91,UW228-3-120,HDACi-Kinetics,2,D20,1052479.0,,,,,,,,,,,
92,UW228-3-120,HDACi-Kinetics,2,D21,1498565.0,,,,,,,,,,,
93,UW228-3-120,HDACi-Kinetics,2,D22,1403805.0,,,,,,,,,,,
94,UW228-3-120,HDACi-Kinetics,2,D23,,,,,,,,,,,,
95,UW228-3-120,HDACi-Kinetics,2,D24,,,,,,,,,,,,
96,UW228-3-120,HDACi-Kinetics,2,E01,,,,,,,,,,,,
97,UW228-3-120,HDACi-Kinetics,2,E02,,,,,,,,,,,,
98,UW228-3-120,HDACi-Kinetics,2,E03,1855969.0,,,,,,,,,,,
99,UW228-3-120,HDACi-Kinetics,2,E04,1839025.0,,,,,,,,,,,
100,UW228-3-120,HDACi-Kinetics,2,E05,1523878.0,,,,,,,,,,,
101,UW228-3-120,HDACi-Kinetics,2,E06,1544987.0,,,,,,,,,,,
102,UW228-3-120,HDACi-Kinetics,2,E07,1457477.0,,,,,,,,,,,
103,UW228-3-120,HDACi-Kinetics,2,E08,1657076.0,,,,,,,,,,,
104,UW228-3-120,HDACi-Kinetics,2,E09,1748493.0,,,,,,,,,,,
105,UW228-3-120,HDACi-Kinetics,2,E10,1651293.0,,,,,,,,,,,
106,UW228-3-120,HDACi-Kinetics,2,E11,1571464.0,,,,,,,,,,,
107,UW228-3-120,HDACi-Kinetics,2,E12,1669624.0,,,,,,,,,,,
108,UW228-3-120,HDACi-Kinetics,2,E13,1642046.0,,,,,,,,,,,
109,UW228-3-120,HDACi-Kinetics,2,E14,1462563.0,,,,,,,,,,,
110,UW228-3-120,HDACi-Kinetics,2,E15,1488686.0,,,,,,,,,,,
111,UW228-3-120,HDACi-Kinetics,2,E16,1432525.0,,,,,,,,,,,
112,UW228-3-120,HDACi-Kinetics,2,E17,1445116.0,,,,,,,,,,,
113,UW228-3-120,HDACi-Kinetics,2,E18,603507.0,,,,,,,,,,,
114,UW228-3-120,HDACi-Kinetics,2,E19,1515700.0,,,,,,,,,,,
115,UW228-3-120,HDACi-Kinetics,2,E20,1471676.0,,,,,,,,,,,
116,UW228-3-120,HDACi-Kinetics,2,E21,1577873.0,,,,,,,,,,,
117,UW228-3-120,HDACi-Kinetics,2,E22,1453994.0,,,,,,,,,,,
118,UW228-3-120,HDACi-Kinetics,2,E23,,,,,,,,,,,,
119,UW228-3-120,HDACi-Kinetics,2,E24,,,,,,,,,,,,
120,UW228-3-120,HDACi-Kinetics,2,F01,,,,,,,,,,,,
121,UW228-3-120,HDACi-Kinetics,2,F02,,,,,,,,,,,,
122,UW228-3-120,HDACi-Kinetics,2,F03,621096.0,,,,,,,,,,,
123,UW228-3-120,HDACi-Kinetics,2,F04,1753999.0,,,,,,,,,,,
124,UW228-3-120,HDACi-Kinetics,2,F05,1057863.0,,,,,,,,,,,
125,UW228-3-120,HDACi-Kinetics,2,F06,1738187.0,,,,,,,,,,,
126,UW228-3-120,HDACi-Kinetics,2,F07,1614652.0,,,,,,,,,,,
127,UW228-3-120,HDACi-Kinetics,2,F08,1789192.0,,,,,,,,,,,
128,UW228-3-120,HDACi-Kinetics,2,F09,1687849.0,,,,,,,,,,,
129,UW228-3-120,HDACi-Kinetics,2,F10,1771853.0,,,,,,,,,,,
130,UW228-3-120,HDACi-Kinetics,2,F11,1619395.0,,,,,,,,,,,
131,UW228-3-120,HDACi-Kinetics,2,F12,1780738.0,,,,,,,,,,,
132,UW228-3-120,HDACi-Kinetics,2,F13,1569245.0,,,,,,,,,,,
133,UW228-3-120,HDACi-Kinetics,2,F14,1606113.0,,,,,,,,,,,
134,UW228-3-120,HDACi-Kinetics,2,F15,107551.0,,,,,,,,,,,
135,UW228-3-120,HDACi-Kinetics,2,F16,1537574.0,,,,,,,,,,,
136,UW228-3-120,HDACi-Kinetics,2,F17,1095613.0,,,,,,,,,,,
137,UW228-3-120,HDACi-Kinetics,2,F18,1446451.0,,,,,,,,,,,
138,UW228-3-120,HDACi-Kinetics,2,F19,1275158.0,,,,,,,,,,,
139,UW228-3-120,HDACi-Kinetics,2,F20,1532267.0,,,,,,,,,,,
140,UW228-3-120,HDACi-Kinetics,2,F21,1459871.0,,,,,,,,,,,
141,UW228-3-120,HDACi-Kinetics,2,F22,1509875.0,,,,,,,,,,,
142,UW228-3-120,HDACi-Kinetics,2,F23,,,,,,,,,,,,
143,UW228-3-120,HDACi-Kinetics,2,F24,,,,,,,,,,,,
144,UW228-3-120,HDACi-Kinetics,2,G01,,,,,,,,,,,,
145,UW228-3-120,HDACi-Kinetics,2,G02,,,,,,,,,,,,
146,UW228-3-120,HDACi-Kinetics,2,G03,1721986.0,,,,,,,,,,,
147,UW228-3-120,HDACi-Kinetics,2,G04,1732137.0,,,,,,,,,,,
148,UW228-3-120,HDACi-Kinetics,2,G05,1772353.0,,,,,,,,,,,
149,UW228-3-120,HDACi-Kinetics,2,G06,1601931.0,,,,,,,,,,,
150,UW228-3-120,HDACi-Kinetics,2,G07,1596021.0,,,,,,,,,,,
151,UW228-3-120,HDACi-Kinetics,2,G08,1900142.0,,,,,,,,,,,
152,UW228-3-120,HDACi-Kinetics,2,G09,1896951.0,,,,,,,,,,,
153,UW228-3-120,HDACi-Kinetics,2,G10,1660664.0,,,,,,,,,,,
154,UW228-3-120,HDACi-Kinetics,2,G11,113969.0,,,,,,,,,,,
155,UW228-3-120,HDACi-Kinetics,2,G12,1664329.0,,,,,,,,,,,
156,UW228-3-120,HDACi-Kinetics,2,G13,257044.0,,,,,,,,,,,
157,UW228-3-120,HDACi-Kinetics,2,G14,1592368.0,,,,,,,,,,,
158,UW228-3-120,HDACi-Kinetics,2,G15,1596996.0,,,,,,,,,,,
159,UW228-3-120,HDACi-Kinetics,2,G16,1629411.0,,,,,,,,,,,
160,UW228-3-120,HDACi-Kinetics,2,G17,1512966.0,,,,,,,,,,,
161,UW228-3-120,HDACi-Kinetics,2,G18,1399603.0,,,,,,,,,,,
162,UW228-3-120,HDACi-Kinetics,2,G19,233510.0,,,,,,,,,,,
163,UW228-3-120,HDACi-Kinetics,2,G20,1416759.0,,,,,,,,,,,
164,UW228-3-120,HDACi-Kinetics,2,G21,1458982.0,,,,,,,,,,,
165,UW228-3-120,HDACi-Kinetics,2,G22,1474189.0,,,,,,,,,,,
166,UW228-3-120,HDACi-Kinetics,2,G23,,,,,,,,,,,,
167,UW228-3-120,HDACi-Kinetics,2,G24,,,,,,,,,,,,
168,UW228-3-120,HDACi-Kinetics,2,H01,,,,,,,,,,,,
169,UW228-3-120,HDACi-Kinetics,2,H02,,,,,,,,,,,,
170,UW228-3-120,HDACi-Kinetics,2,H03,1631751.0,,,,,,,,,,,
171,UW228-3-120,HDACi-Kinetics,2,H04,1539379.0,,,,,,,,,,,
172,UW228-3-120,HDACi-Kinetics,2,H05,1404899.0,,,,,,,,,,,
173,UW228-3-120,HDACi-Kinetics,2,H06,1479628.0,,,,,,,,,,,
174,UW228-3-120,HDACi-Kinetics,2,H07,423212.0,,,,,,,,,,,
175,UW228-3-120,HDACi-Kinetics,2,H08,1663606.0,,,,,,,,,,,
176,UW228-3-120,HDACi-Kinetics,2,H09,1599401.0,,,,,,,,,,,
177,UW228-3-120,HDACi-Kinetics,2,H10,1570103.0,,,,,,,,,,,
178,UW228-3-120,HDACi-Kinetics,2,H11,1484093.0,,,,,,,,,,,
179,UW228-3-120,HDACi-Kinetics,2,H12,1019018.0,,,,,,,,,,,
180,UW228-3-120,HDACi-Kinetics,2,H13,1561700.0,,,,,,,,,,,
181,UW228-3-120,HDACi-Kinetics,2,H14,1661930.0,,,,,,,,,,,
182,UW228-3-120,HDACi-Kinetics,2,H15,1595209.0,,,,,,,,,,,
183,UW228-3-120,HDACi-Kinetics,2,H16,1528629.0,,,,,,,,,,,
184,UW228-3-120,HDACi-Kinetics,2,H17,1544202.0,,,,,,,,,,,
185,UW228-3-120,HDACi-Kinetics,2,H18,1558885.0,,,,,,,,,,,
186,UW228-3-120,HDACi-Kinetics,2,H19,67802.0,,,,,,,,,,,
187,UW228-3-120,HDACi-Kinetics,2,H20,1465044.0,,,,,,,,,,,
188,UW228-3-120,HDACi-Kinetics,2,H21,88207.0,,,,,,,,,,,
189,UW228-3-120,HDACi-Kinetics,2,H22,1445235.0,,,,,,,,,,,
190,UW228-3-120,HDACi-Kinetics,2,H23,,,,,,,,,,,,
191,UW228-3-120,HDACi-Kinetics,2,H24,,,,,,,,,,,,
192,UW228-3-120,HDACi-Kinetics,2,I01,,,,,,,,,,,,
193,UW228-3-120,HDACi-Kinetics,2,I02,,,,,,,,,,,,
194,UW228-3-120,HDACi-Kinetics,2,I03,702455.0,M11,Drug17,0.01997999997924,µM,0.06,Sample,676414.5000383421,25.04026177392551,0.0409252603477775,600461.7502112525,0.443708418411076
195,UW228-3-120,HDACi-Kinetics,2,I04,773305.0,I12,Drug09,0.0932399991985,µM,0.28,Sample,602378.999916452,38.57641867276063,0.0489238401931915,675608.2500002871,0.2630078974426784
196,UW228-3-120,HDACi-Kinetics,2,I05,542018.0,K06,Drug03,2.131199549246,µM,6.4,Sample,576774.3324707004,1.4056240622284073,379.36055918228175,-51368976.53330263,0.9609739650956768
197,UW228-3-120,HDACi-Kinetics,2,I06,73690.0,N14,Drug16,0.0932399991985,µM,0.28,Sample,28196846.22227047,1.0193367146761965,3.899384400821204e-05,53061.883731411566,0.971252191365689
198,UW228-3-120,HDACi-Kinetics,2,I07,561637.0,N05,Drug00,9.99000000999,µM,30.0,Sample,613627.599946451,14.45426967656983,10.37136272208161,472285.7486031724,0.2815025264599254
199,UW228-3-120,HDACi-Kinetics,2,I08,711156.0,I09,Drug09,9.99000000999,µM,30.0,Sample,602378.999916452,38.57641867276063,0.0489238401931915,675608.2500002871,0.2630078974426784
200,UW228-3-120,HDACi-Kinetics,2,I09,636967.0,N04,Drug14,0.004329000002453,µM,0.013,Sample,626696.0000315766,13.681606892301076,0.3937643498634648,564894.499997142,0.8889949640847107
201,UW228-3-120,HDACi-Kinetics,2,I10,708311.0,I18,Drug08,0.0932399991985,µM,0.28,Sample,560527.9999713263,13.996432072906469,0.0205887166352425,646915.5000142269,0.4782076705305731
202,UW228-3-120,HDACi-Kinetics,2,I11,668406.0,N08,Drug00,0.0932399991985,µM,0.28,Sample,613627.599946451,14.45426967656983,10.37136272208161,472285.7486031724,0.2815025264599254
203,UW228-3-120,HDACi-Kinetics,2,I12,635952.0,N06,Drug00,2.131199549246,µM,6.4,Sample,613627.599946451,14.45426967656983,10.37136272208161,472285.7486031724,0.2815025264599254
204,UW228-3-120,HDACi-Kinetics,2,I13,195578.0,J07,Drug06,9.99000000999,µM,30.0,Sample,578370.6169462302,2.213919800187616,2.215840321767215,181933.8937475889,0.9842972341678086
205,UW228-3-120,HDACi-Kinetics,2,I14,643024.0,M07,Drug17,9.99000000999,µM,30.0,Sample,676414.5000383421,25.04026177392551,0.0409252603477775,600461.7502112525,0.443708418411076
206,UW228-3-120,HDACi-Kinetics,2,I15,615929.0,J15,Drug12,0.452879980002,µM,1.36,Sample,598965.2501698544,10.526356121750458,2.457991138520285,440993.9387772901,0.8591975747265015
207,UW228-3-120,HDACi-Kinetics,2,I16,604299.0,K12,Drug15,2.131199549246,µM,6.4,Sample,673320.5000169784,15.398360501974064,0.082432047228148,571295.3333331958,0.426805169719941
208,UW228-3-120,HDACi-Kinetics,2,I17,674546.0,K04,Drug02,0.004329000002453,µM,0.013,Sample,671900.593141684,0.5162891738594804,1447536.944704469,-221126652.1440153,0.9482795021198605
209,UW228-3-120,HDACi-Kinetics,2,I18,672085.0,M15,Drug01,0.452879980002,µM,1.36,Sample,628931.2500240069,13.777719365147904,2.180786772576871,379390.99980448384,0.8992351472747852
210,UW228-3-120,HDACi-Kinetics,2,I19,572840.0,M21,Drug14,0.452879980002,µM,1.36,Sample,626696.0000315766,13.681606892301076,0.3937643498634648,564894.499997142,0.8889949640847107
211,UW228-3-120,HDACi-Kinetics,2,I20,603866.0,J18,Drug12,0.004329000002453,µM,0.013,Sample,598965.2501698544,10.526356121750458,2.457991138520285,440993.9387772901,0.8591975747265015
212,UW228-3-120,HDACi-Kinetics,2,I21,440994.0,J13,Drug12,9.99000000999,µM,30.0,Sample,598965.2501698544,10.526356121750458,2.457991138520285,440993.9387772901,0.8591975747265015
213,UW228-3-120,HDACi-Kinetics,2,I22,621937.0,M09,Drug17,0.452879980002,µM,1.36,Sample,676414.5000383421,25.04026177392551,0.0409252603477775,600461.7502112525,0.443708418411076
214,UW228-3-120,HDACi-Kinetics,2,I23,,,,,,,,,,,,
215,UW228-3-120,HDACi-Kinetics,2,I24,,,,,,,,,,,,
216,UW228-3-120,HDACi-Kinetics,2,J01,,,,,,,,,,,,
217,UW228-3-120,HDACi-Kinetics,2,J02,,,,,,,,,,,,
218,UW228-3-120,HDACi-Kinetics,2,J03,34288.0,K17,Drug10,9.99000000999,µM,30.0,Sample,600858.557625941,1.690304447389117,1.413829344301528,13265.112030869532,0.996048348799662
219,UW228-3-120,HDACi-Kinetics,2,J04,395192.0,I05,Drug11,0.452879980002,µM,1.36,Sample,578156.3339793629,12.038372324667789,0.4762788633748142,59647.99643374832,0.992019262295958
220,UW228-3-120,HDACi-Kinetics,2,J05,553681.0,M19,Drug14,9.99000000999,µM,30.0,Sample,626696.0000315766,13.681606892301076,0.3937643498634648,564894.499997142,0.8889949640847107
221,UW228-3-120,HDACi-Kinetics,2,J06,579857.0,K21,Drug10,0.01997999997924,µM,0.06,Sample,600858.557625941,1.690304447389117,1.413829344301528,13265.112030869532,0.996048348799662
222,UW228-3-120,HDACi-Kinetics,2,J07,619248.0,M17,Drug01,0.01997999997924,µM,0.06,Sample,628931.2500240069,13.777719365147904,2.180786772576871,379390.99980448384,0.8992351472747852
223,UW228-3-120,HDACi-Kinetics,2,J08,560114.0,I06,Drug11,0.0932399991985,µM,0.28,Sample,578156.3339793629,12.038372324667789,0.4762788633748142,59647.99643374832,0.992019262295958
224,UW228-3-120,HDACi-Kinetics,2,J09,608002.0,K03,Drug02,0.01997999997924,µM,0.06,Sample,671900.593141684,0.5162891738594804,1447536.944704469,-221126652.1440153,0.9482795021198605
225,UW228-3-120,HDACi-Kinetics,2,J10,634814.0,N21,DMSO normalization,,,30.0,Ctrl,,,,,
226,UW228-3-120,HDACi-Kinetics,2,J11,506700.0,L03,Drug05,9.99000000999,µM,30.0,Sample,675360.5900667406,0.5197252195559957,0.1610736570121166,493398.80859603273,0.8811927238453444
227,UW228-3-120,HDACi-Kinetics,2,J12,608648.0,J03,Drug07,0.452879980002,µM,1.36,Sample,561044.750002306,16.55098056717015,2.00733009183454,96134.99999864413,0.9775231938984048
228,UW228-3-120,HDACi-Kinetics,2,J13,265741.0,K05,Drug03,9.99000000999,µM,30.0,Sample,576774.3324707004,1.4056240622284073,379.36055918228175,-51368976.53330263,0.9609739650956768
229,UW228-3-120,HDACi-Kinetics,2,J14,561557.0,J04,Drug07,0.0932399991985,µM,0.28,Sample,561044.750002306,16.55098056717015,2.00733009183454,96134.99999864413,0.9775231938984048
230,UW228-3-120,HDACi-Kinetics,2,J15,580421.0,L17,Drug13,0.452879980002,µM,1.36,Sample,594318.3031994044,1.7290910821976662,3.696620149526205,432653.4209685683,0.67486684704038
231,UW228-3-120,HDACi-Kinetics,2,J16,573682.0,M06,Drug18,0.004329000002453,µM,0.013,Sample,560567.5012426405,1.8795464102726145,598.8361213520751,170024974.48694313,0.8139652177455059
232,UW228-3-120,HDACi-Kinetics,2,J17,605966.0,I10,Drug09,2.131199549246,µM,6.4,Sample,602378.999916452,38.57641867276063,0.0489238401931915,675608.2500002871,0.2630078974426784
233,UW228-3-120,HDACi-Kinetics,2,J18,190629.0,J19,Drug02,9.99000000999,µM,30.0,Sample,671900.593141684,0.5162891738594804,1447536.944704469,-221126652.1440153,0.9482795021198605
234,UW228-3-120,HDACi-Kinetics,2,J19,523923.0,M10,Drug17,0.0932399991985,µM,0.28,Sample,676414.5000383421,25.04026177392551,0.0409252603477775,600461.7502112525,0.443708418411076
235,UW228-3-120,HDACi-Kinetics,2,J20,570188.0,J14,Drug12,2.131199549246,µM,6.4,Sample,598965.2501698544,10.526356121750458,2.457991138520285,440993.9387772901,0.8591975747265015
236,UW228-3-120,HDACi-Kinetics,2,J21,555703.0,I08,Drug11,0.004329000002453,µM,0.013,Sample,578156.3339793629,12.038372324667789,0.4762788633748142,59647.99643374832,0.992019262295958
237,UW228-3-120,HDACi-Kinetics,2,J22,523767.0,M14,Drug01,2.131199549246,µM,6.4,Sample,628931.2500240069,13.777719365147904,2.180786772576871,379390.99980448384,0.8992351472747852
238,UW228-3-120,HDACi-Kinetics,2,J23,,,,,,,,,,,,
239,UW228-3-120,HDACi-Kinetics,2,J24,,,,,,,,,,,,
240,UW228-3-120,HDACi-Kinetics,2,K01,,,,,,,,,,,,
241,UW228-3-120,HDACi-Kinetics,2,K02,,,,,,,,,,,,
242,UW228-3-120,HDACi-Kinetics,2,K03,497267.0,L10,Drug04,2.131199549246,µM,6.4,Sample,629544.0002480402,12.10830258741351,2.294826054167241,173320.9929775068,0.9869918429045584
243,UW228-3-120,HDACi-Kinetics,2,K04,282902.0,N16,Drug16,0.004329000002453,µM,0.013,Sample,28196846.22227047,1.0193367146761965,3.899384400821204e-05,53061.883731411566,0.971252191365689
244,UW228-3-120,HDACi-Kinetics,2,K05,624924.0,J17,Drug12,0.01997999997924,µM,0.06,Sample,598965.2501698544,10.526356121750458,2.457991138520285,440993.9387772901,0.8591975747265015
245,UW228-3-120,HDACi-Kinetics,2,K06,666349.0,N22,DMSO normalization,,,30.0,Ctrl,,,,,
246,UW228-3-120,HDACi-Kinetics,2,K07,67707.0,I03,Drug11,9.99000000999,µM,30.0,Sample,578156.3339793629,12.038372324667789,0.4762788633748142,59647.99643374832,0.992019262295958
247,UW228-3-120,HDACi-Kinetics,2,K08,667888.0,I15,Drug08,9.99000000999,µM,30.0,Sample,560527.9999713263,13.996432072906469,0.0205887166352425,646915.5000142269,0.4782076705305731
248,UW228-3-120,HDACi-Kinetics,2,K09,602759.0,I16,Drug08,2.131199549246,µM,6.4,Sample,560527.9999713263,13.996432072906469,0.0205887166352425,646915.5000142269,0.4782076705305731
249,UW228-3-120,HDACi-Kinetics,2,K10,612963.0,M08,Drug17,2.131199549246,µM,6.4,Sample,676414.5000383421,25.04026177392551,0.0409252603477775,600461.7502112525,0.443708418411076
250,UW228-3-120,HDACi-Kinetics,2,K11,77332.0,N12,Drug16,2.131199549246,µM,6.4,Sample,28196846.22227047,1.0193367146761965,3.899384400821204e-05,53061.883731411566,0.971252191365689
251,UW228-3-120,HDACi-Kinetics,2,K12,757349.0,K15,Drug15,0.01997999997924,µM,0.06,Sample,673320.5000169784,15.398360501974064,0.082432047228148,571295.3333331958,0.426805169719941
252,UW228-3-120,HDACi-Kinetics,2,K13,694718.0,J22,Drug02,0.0932399991985,µM,0.28,Sample,671900.593141684,0.5162891738594804,1447536.944704469,-221126652.1440153,0.9482795021198605
253,UW228-3-120,HDACi-Kinetics,2,K14,623003.0,K08,Drug03,0.0932399991985,µM,0.28,Sample,576774.3324707004,1.4056240622284073,379.36055918228175,-51368976.53330263,0.9609739650956768
254,UW228-3-120,HDACi-Kinetics,2,K15,659391.0,L07,Drug05,0.01997999997924,µM,0.06,Sample,675360.5900667406,0.5197252195559957,0.1610736570121166,493398.80859603273,0.8811927238453444
255,UW228-3-120,HDACi-Kinetics,2,K16,379391.0,M13,Drug01,9.99000000999,µM,30.0,Sample,628931.2500240069,13.777719365147904,2.180786772576871,379390.99980448384,0.8992351472747852
256,UW228-3-120,HDACi-Kinetics,2,K17,581479.0,N07,Drug00,0.452879980002,µM,1.36,Sample,613627.599946451,14.45426967656983,10.37136272208161,472285.7486031724,0.2815025264599254
257,UW228-3-120,HDACi-Kinetics,2,K18,563807.0,L22,Drug18,2.131199549246,µM,6.4,Sample,560567.5012426405,1.8795464102726145,598.8361213520751,170024974.48694313,0.8139652177455059
258,UW228-3-120,HDACi-Kinetics,2,K19,607949.0,J12,Drug06,0.004329000002453,µM,0.013,Sample,578370.6169462302,2.213919800187616,2.215840321767215,181933.8937475889,0.9842972341678086
