,cell_line,drug,vus_norm,vus_norm_extrapolated,absolute_vus_decrease,relative_vus_decrease
23,LN308,Drug12,0.972121471389766,0.9381174448884448,0.03400402650132117,0.03497919498960174
24,LN308,Drug05,0.9725664442950512,0.9399310363141764,0.03263540798087483,0.03355596748408287
25,LN308,Drug02,0.9027054206243328,0.8729610725955291,0.029744348028803658,0.0329502264517607
26,UW228-3,Drug03,0.8941758674739716,0.8655901094310364,0.028585758042935172,0.031968831952140855
27,T98G,Drug06,0.9641319680429038,0.936416342086666,0.027715625956237777,0.02874671401312194
28,T98G,Drug12,0.969272419795472,0.941414181500804,0.027858238294667936,0.028741391713741692
29,UW228-3,Drug06,0.8433692057284363,0.8196050351240143,0.02376417060442204,0.028177659846966324
30,UW228-3,Drug00,0.910350650559182,0.8848786685057995,0.025471982053382414,0.027980407371309367
31,LN229,Drug03,0.8605699889288336,0.8365461753421976,0.024023813586636078,0.027916164746273495
32,T98G,Drug18,0.9891388871399228,0.9617073740395092,0.027431513100413585,0.027732721316549698
33,UW228-3,Drug15,0.9581010949212556,0.9319238976313872,0.026177197289868448,0.027321957389078968
34,UW228-3,Drug10,0.8548752341909086,0.8353839396255318,0.019491294565376793,0.02280016286098662
35,LN308,Drug00,0.9888268894131592,0.9665279753223333,0.02229891409082596,0.022550877539404025
36,UW228-3,Drug02,0.9432632485860696,0.9248397275363776,0.018423521049692027,0.01953168543066686
37,LN308,Drug03,0.9043978765000956,0.8873961275058638,0.01700174899423179,0.018798970492971953
38,LN308,Drug09,0.9885623768641014,0.9714370803603066,0.017125296503794796,0.0173234354296583
39,T98G,Drug04,0.980983389410808,0.967805706278004,0.013177683132803986,0.013433135846182555
40,T98G,Drug15,0.996799339783991,0.9845046742518256,0.012294665532165405,0.012334142932748822
41,UW228-3,Drug14,0.9730849320638862,0.9660628514431998,0.007022080620686433,0.0072163080418816
42,T98G,Drug07,0.995632338763518,0.9919242254152508,0.0037081133482671502,0.0037243801792057893
43,T98G,Drug10,0.9882256986022474,0.9854037393217469,0.0028219592805005522,0.0028555817608183526
44,LN308,Drug13,0.9983281009783092,0.9957217268965604,0.002606374081748797,0.0026107389736847904
45,T98G,Drug05,0.9997585753142304,0.9990831327272346,0.0006754425869958114,0.000675605694888404
46,T98G,Drug17,0.9985473879640688,0.9982189415126776,0.00032844645139118445,0.0003289242507166851
47,LN308,Drug14,1.0008849134856974,1.000866421872375,1.8491613322346723e-05,1.847526431180538e-05
48,LN229,Drug18,1.0000000000000138,0.999999999999996,1.7763568394002505e-14,1.7763568394002262e-14
49,LN229,Drug15,1.0000000016183628,1.00000000641966,-4.801297137646543e-09,-4.801297129876303e-09
50,UW228-3,Drug09,0.9924429118631084,0.9928512277430184,-0.00040831587990997065,-0.0004114250553147094
51,UW228-3,Drug08,1.0476226525144243,1.0486886873527748,-0.001066034838350438,-0.0010175752078210817
52,UW228-3,Drug04,0.92630219131072,0.929754947004124,-0.003452755693403975,-0.003727461432989073
53,LN229,Drug05,1.0043407180013073,1.0081257497088605,-0.003785031707553177,-0.003768672960990366
54,LN229,Drug12,0.808866767400329,0.8127921765508417,-0.003925409150512649,-0.0048529737018727865
55,LN308,Drug01,0.973578818661596,0.984266281219138,-0.010687462557541938,-0.010977501104876409
56,LN308,Drug07,0.8917501062142207,0.9042083856901452,-0.012458279475924483,-0.013970594888756528
57,LN229,Drug02,0.8033742598311868,0.8146527106631284,-0.011278450831941567,-0.014038850129840493
58,LN308,Drug04,0.9402328434678028,0.9552449088722734,-0.015012065404470643,-0.01596632739301317
59,UW228-3,Drug07,0.922032637009176,0.93860932604061,-0.016576689031433944,-0.017978418947516034
60,LN308,Drug15,1.013384690743341,1.0328552943708331,-0.01947060362749209,-0.01921343770568505
61,UW228-3,Drug01,0.9599967257428444,0.9801602589228948,-0.020163533180050375,-0.021003752033058085
62,LN229,Drug07,0.8532539187100898,0.8719315201605756,-0.018677601450485803,-0.021889851357168973
63,LN308,Drug10,0.9510870018620886,0.97395398696007,-0.02286698509798135,-0.024043000328267713
64,LN229,Drug13,0.8603519393326824,0.881095659261269,-0.02074371992858659,-0.024110737687970007
65,LN229,Drug06,0.9514472747531136,0.9756917699608484,-0.02424449520773475,-0.025481701247213974
66,UW228-3,Drug13,0.941357702015433,0.9710956189086776,-0.029737916893244565,-0.031590453692125875
67,LN308,Drug17,1.0435353556715254,1.080484498302238,-0.03694914263071247,-0.03540765766094751
68,LN308,Drug06,0.927246648317801,0.9608300711372776,-0.03358342281947657,-0.03621843538653193
69,LN229,Drug17,0.8787766136972995,0.9363386372234715,-0.05756202352617201,-0.06550245264719759
70,LN308,Drug18,1.0803122062310022,1.171689090519812,-0.09137688428880986,-0.08458377472897943
71,UW228-3,Drug17,1.1122970694005407,1.2089878826386096,-0.09669081323806883,-0.08692894721927047
72,UW228-3,Drug12,1.1199613669054913,1.2411125654946418,-0.12115119858915047,-0.108174444377396
73,LN308,Drug08,1.196806009837572,1.369247486850209,-0.172441477012637,-0.14408473519951695
74,LN229,Drug00,1.215470739593403,1.5433438379564215,-0.3278730983630185,-0.26974989004893524
75,LN229,Drug04,1.2222594374330635,1.5615713539528704,-0.33931191651980686,-0.27761038788329184
