,cell_line,drug,auc_norm,auc_norm_extrapolated,relative_auc_decrease
34,UW228-3,Drug14,0.997445184844583,0.9586873207437728,0.03885713690306623
35,LN308,Drug03,0.9438440525552682,0.9088070256261296,0.03712162706782213
36,T98G,Drug18,1.1225928550545496,1.089458809947494,0.029515638691149138
37,UW228-3,Drug06,0.8808697413353151,0.865305351952438,0.017669342755812053
38,LN229,Drug18,1.0606173560564425,1.0424238592543922,0.017153685726676055
39,LN229,Drug10,0.8579632396975823,0.8459660419262052,0.013983347090262166
40,LN308,Drug06,0.8794884780768182,0.86934982451019,0.011527898112773887
41,LN308,Drug04,0.9965567868778704,0.9850853163060176,0.011511105762263675
42,UW228-3,Drug12,0.9563359663778772,0.9526386288062112,0.003866149242164009
43,T98G,Drug10,0.9978680134444904,0.9991378378380928,-0.001272537426286685
44,LN229,Drug00,0.9926249059029948,1.0000005158155378,-0.007430409884621447
45,T98G,Drug06,0.9311725818037784,0.9434778998545332,-0.013214862949377407
46,UW228-3,Drug03,0.9267502387965042,0.9464724039675044,-0.021280992812704114
47,LN308,Drug13,0.9955134898040504,1.0252985083914654,-0.029919251614840162
48,T98G,Drug01,0.9691754080732056,1.0056310365227998,-0.037615098511497344
49,UW228-3,Drug13,0.9201067030807364,0.961730900409971,-0.045238445921398994
50,T98G,Drug15,0.9344972105596292,0.9975411218278688,-0.06746292076194148
51,LN229,Drug08,0.9425526664115726,1.0108309247657783,-0.07243972754769273
52,T98G,Drug04,1.0484420384350364,1.1260335267706023,-0.07400646434530933
53,LN308,Drug18,0.9901640979280272,1.0678086058124612,-0.07841579799440254
54,UW228-3,Drug09,0.9972653404232182,1.0880917642188597,-0.09107548424083066
55,LN229,Drug02,0.839416206373537,0.9181943261681178,-0.09384870008040429
56,T98G,Drug11,0.7887291848043774,0.863602908454594,-0.09492957163590565
57,T98G,Drug08,0.9991974883277608,1.095021667462351,-0.09590114091955919
58,LN308,Drug12,0.904884074700396,0.995627069482234,-0.10028134798579884
59,T98G,Drug12,0.8744645203076256,0.9639236311446274,-0.10230159001251564
60,T98G,Drug00,0.892565791914353,0.9896108539609454,-0.10872594818859516
61,T98G,Drug09,0.9649007923227042,1.0896495187428188,-0.129286583048419
62,LN308,Drug09,0.8820234709165905,0.9983360510281531,-0.13187016439674978
63,T98G,Drug14,0.7270686437209253,0.832374422921501,-0.14483608956322397
64,T98G,Drug13,0.915739123324112,1.052957827101324,-0.1498447541250736
65,T98G,Drug05,1.0314417681141863,1.195788373076993,-0.15933677503024343
66,LN308,Drug10,0.8200362369670172,0.956833248044352,-0.16681825132910183
67,UW228-3,Drug08,0.9552239185342064,1.1230743750923688,-0.17571843973058107
68,UW228-3,Drug16,0.2448550005309944,0.2919305005270994,-0.19225868327792658
69,LN308,Drug17,0.6573668304979277,0.7950640468195219,-0.20946784950694033
70,T98G,Drug16,0.308752799656439,0.3900183778731504,-0.2632059638232876
71,LN308,Drug08,0.7519653484258738,0.95045578845793,-0.26396221640739964
72,LN308,Drug01,0.7596339070291411,0.9986182985760635,-0.31460469225441573
73,LN308,Drug15,0.6482280539473021,0.95939925021828,-0.4800335227334586
74,LN229,Drug14,0.657356702268822,0.9979514665585116,-0.5181277731164068
75,LN308,Drug14,0.5696778230950943,1.011976983356677,-0.7764022792015045
