,cell_line,drug,min_dose,max_dose,time,alpha,beta,gamma,delta,mape,auc,auc_norm
13,LN229,Drug06,-1.6994045165612854,0.9995654886602768,120,1.0968426502500583,2.3136407759871083,0.7008939069787838,4.5215760233679875e-21,0.0494551975561843,2.5945792318480887,0.8764472129030312
14,LN229,Drug07,-1.6994045165612854,0.9995654886602768,72,1.6591119727464974,19.71976026295753,0.0442242454064082,1.1749548290805414,0.1313453322531441,4.015358162186694,0.8967069465249932
15,LN229,Drug07,-1.6994045165612854,0.9995654886602768,120,1.0953347314202728,2.283087656041632,0.4765130993213746,0.2215123513311773,0.0171612931393128,2.4889190875932163,0.8419176083928154
16,LN229,Drug08,-1.6994045165612854,0.9995654886602768,72,1.0704000781016751,6.3130968894960136,-0.6306152240141819,0.9222833198407708,0.1157228464679633,2.6475206236648803,0.9164212950453337
17,LN229,Drug08,-1.6994045165612854,0.9995654886602768,120,0.9851679643448236,11.537967739700168,0.3594365077545026,1.0461258990188755,0.0097979596540872,2.69795972656727,1.01467538135994
18,LN229,Drug09,-1.6994045165612854,0.9995654886602768,72,1.263370098705118,13.029299657411936,0.2903302953495331,1.5579120455959654,0.142550037291372,3.618697516545809,1.0612644838581509
19,LN229,Drug09,-1.6994045165612854,0.9995654886602768,120,0.9604955778653544,10.604576701063731,1.0854054210986872,0.1994397915373633,0.0319377475826047,2.588734746136455,0.9986058941091982
20,LN229,Drug10,-1.6994045165612854,0.9995654886602768,72,2.633888580334819,0.1456998609949555,-2.3741470178666284,7.597774131348407e-11,0.0426886439876417,2.409269486269892,0.7639249714334052
21,LN229,Drug10,-1.6994045165612854,0.9995654886602768,120,1.0481096499607307,12.250882749919985,0.3657999934736348,0.1857468247864838,0.0106015255818816,2.2822807039740125,0.8067970113938824
22,LN229,Drug11,-1.6994045165612854,0.9995654886602768,72,0.9365391180112989,12.288730519745766,0.2835773008138763,0.1173956096014802,0.0810188860094804,1.9411939120106323,0.7679712120865662
23,LN229,Drug11,-1.6994045165612854,0.9995654886602768,120,0.9839712465963978,1.7559131244228885,-0.037100800373395,0.0546257102948659,0.001974627489374,1.6891139684245138,0.6367553733736144
24,LN229,Drug12,-1.6994045165612854,0.9995654886602768,72,2.466387592593225,10.908208416378676,-1.769915896027907,0.8500136220546783,0.1229388799826137,2.304273601694056,0.7868356487592129
25,LN229,Drug12,-1.6994045165612854,0.9995654886602768,120,1.71503095644678,0.2912290822777295,-0.6125660264201651,2.7363498622723687e-18,0.0812199962763716,2.123856343537581,0.6802123542241859
26,LN229,Drug13,-1.6994045165612854,0.9995654886602768,72,1.29751444569337,6.123195212235365,0.0044056251227715,1.0574837468220877,0.1317378984746335,3.2630836390100844,0.9317897868566988
27,LN229,Drug13,-1.6994045165612854,0.9995654886602768,120,3.1913918675350748,10.310743815161375,-1.8274262656334093,1.0136069000156325,0.0318661345797361,2.739983244831233,0.9120591221952612
28,LN229,Drug14,-1.6994045165612854,0.9995654886602768,72,0.6129067819678077,14.559110639554612,-0.9502370992101732,0.6781148930611,0.0690465747433752,1.781359964287806,1.0768598933390818
29,LN229,Drug14,-1.6994045165612854,0.9995654886602768,120,0.986041785453608,12.0932789718238,1.0444281942433216,0.3946212772581803,0.0254313785193474,2.655942844782105,0.9979880646000022
30,LN229,Drug15,-1.6994045165612854,0.9995654886602768,72,1.3515036360618755,12.487752087430014,1.0145294127315791,0.1161972448765188,0.1201603171642409,3.626145342828633,0.9940996729489044
31,LN229,Drug15,-1.6994045165612854,0.9995654886602768,120,1.4170073804898409,0.0226210786594377,-2.374138101129716,0.6212851594351786,0.0364785162682889,2.694111745054933,0.9862119489929008
32,LN229,Drug16,-1.6994045165612854,0.9995654886602768,72,0.5521634335757304,13.541462334444672,-0.4327709803759204,0.0794238791139949,0.1202860704528164,0.8131504409895776,0.5456387448108558
33,LN229,Drug16,-1.6994045165612854,0.9995654886602768,120,0.6305612050571973,11.379557486153663,-1.0493876286191943,0.0803175925099629,0.0270049687406914,0.5744424145559599,0.3375368620574147
34,LN229,Drug17,-1.6994045165612854,0.9995654886602768,72,1.782830352021591,13.502679792265615,-1.0343717900765903,1.4335853435717731,0.0444063922379906,4.101463202417786,0.8523750762758978
35,LN229,Drug17,-1.6994045165612854,0.9995654886602768,120,0.9312470895503366,11.82233450923638,-0.3573782668300553,1.0404144125624148,0.041002136857666,2.661541879411073,1.0589374743359776
36,LN229,Drug18,-1.6994045165612854,0.9995654886602768,72,0.6962918298446624,11.493457050775469,-0.3898367410713517,0.9175387691726408,0.0184535597732371,2.1866717544551717,1.163574614564618
37,LN229,Drug18,-1.6994045165612854,0.9995654886602768,120,0.9023053597487096,14.033486923057414,0.3227705549597617,1.1241193303421444,0.0375811156340465,2.585417673036232,1.0616445092960527
38,LN308,Drug00,-1.6994045165612854,0.9995654886602768,72,1.319522105488843,14.5575274607846,0.3351245388441661,1.0989404229583597,0.0362380975710617,3.414787081287201,0.9588460896506872
39,LN308,Drug00,-1.6994045165612854,0.9995654886602768,120,1.0674938712403337,14.475865862697235,-0.9280262175611368,1.174817710635922,0.0475893332304309,3.0880104819342624,1.0718038616252357
40,LN308,Drug01,-1.6994045165612854,0.9995654886602768,72,1.0941339603702758,9.43411989882518,-0.7105141586985806,0.5555181323789775,0.2413711068231623,2.031958775552009,0.688091727466708
41,LN308,Drug01,-1.6994045165612854,0.9995654886602768,120,1.0776266216709731,9.10671816600375,1.0938465217118047,5.223561394192381e-06,0.0185161565721962,2.901816479701715,0.9977082721571444
42,LN308,Drug02,-1.6994045165612854,0.9995654886602768,72,1.0573369186605022,12.48259101742064,0.3466070790768424,0.8708990428458037,0.0370465766871595,2.73198444995415,0.957341241573533
43,LN308,Drug02,-1.6994045165612854,0.9995654886602768,120,0.906908111527136,2.0734552100184205,0.7594351141856787,1.9007795841177692e-14,0.0366958597699598,2.1775278130907623,0.8896226461816886
44,LN308,Drug03,-1.6994045165612854,0.9995654886602768,72,2.138766626418572,0.0620403686152327,-2.3741470178660538,8.21355655993417e-14,0.0667475761554353,2.473067302835711,0.9002005782840503
45,LN308,Drug03,-1.6994045165612854,0.9995654886602768,120,0.9588131288419056,1.82138716621846,0.6532264435365811,0.2410760564046236,0.0122475263055334,2.3032551580659164,0.8900755796979426
46,LN308,Drug04,-1.6994045165612854,0.9995654886602768,72,1.1389716573180062,10.861061960841583,1.024011073597258,0.3087952249527761,0.1278701948410031,3.059660594774699,0.9953189624329426
47,LN308,Drug04,-1.6994045165612854,0.9995654886602768,120,1.2451713429344218,11.703927282480995,0.905942799676968,0.2740747639432258,0.0213833024388528,3.266983082931921,0.9721196245831656
48,LN308,Drug05,-1.6994045165612854,0.9995654886602768,72,1.2148658576477391,6.188777763304007,-0.7169531727306975,0.9776960206130226,0.1938206309271776,2.871780072807229,0.8758401762432539
49,LN308,Drug05,-1.6994045165612854,0.9995654886602768,120,1.279544424468655,1.2890095750430301e-14,-1.9482656963622835,0.6017609057791589,0.0269462600961243,2.535673326044501,0.9987710687508048
50,LN308,Drug06,-1.6994045165612854,0.9995654886602768,72,0.9030797886944508,15.98462335793208,0.8356198342392746,0.2036390045604876,0.1033652244244353,2.322669517153148,0.952934914868367
51,LN308,Drug06,-1.6994045165612854,0.9995654886602768,120,1.0135567088555644,9.957933906075612,0.4354006498467632,0.2187708664152516,0.0282629838581655,2.287168845550258,0.836088242035426
52,LN308,Drug07,-1.6994045165612854,0.9995654886602768,72,0.9724625059684576,9.680586634925511,0.4445336720572175,0.272069924053483,0.0241690299674315,2.235906834632327,0.8518885472172019
53,LN308,Drug07,-1.6994045165612854,0.9995654886602768,120,0.9941541708749668,10.727091210467371,0.3496297485865161,0.1047794230139927,0.0182700636529754,2.105155848962309,0.7845713699191315
54,LN308,Drug08,-1.6994045165612854,0.9995654886602768,72,3.771918859450525,11.229202355746368,-1.8125201263038733,0.6908274529153547,0.0142195147194643,1.870753295757929,0.8175790416437233
55,LN308,Drug08,-1.6994045165612854,0.9995654886602768,120,1.3471500014530893,0.1972979484967412,-2.3741470178666755,0.789534228695731,0.0225503474436064,2.567951569212168,0.927397786420545
56,LN308,Drug09,-1.6994045165612854,0.9995654886602768,72,1.2171618259441208,6.233309928415276,-0.0114772909745755,0.7005377125583108,0.2557435161664267,2.762754162149641,0.8409997384410743
57,LN308,Drug09,-1.6994045165612854,0.9995654886602768,120,1.1464582479212249,2.5391784348806747,1.3199506613912133,3.7613865651204543e-10,0.0346776269929445,3.06623238326432,0.9909432282843492
58,LN308,Drug10,-1.6994045165612854,0.9995654886602768,72,1.0718196510229268,0.5092889993075912,0.6262380460539306,2.868214980793923e-31,0.3284888252170418,2.0953858995476304,0.7717147804093775
59,LN308,Drug10,-1.6994045165612854,0.9995654886602768,120,0.9123177673116108,12.707055531714245,0.9600410750648682,0.0522453693947879,0.0253280829725632,2.4202838905647304,0.9829289337514574
60,LN308,Drug11,-1.6994045165612854,0.9995654886602768,72,1.1828745508133252,5.378659461249992,0.0048835646348601,0.0771325491176757,0.005533116939113,2.0926809521670764,0.6554903090386844
61,LN308,Drug11,-1.6994045165612854,0.9995654886602768,120,0.9979252069220604,2.219246360831697,-0.1448982452560861,0.085966267738831,0.0064444525732834,1.6492154633676672,0.6125227076699313
62,LN308,Drug12,-1.6994045165612854,0.9995654886602768,72,1.0239485004614777,12.315067156350846,0.2682496694592111,0.5717596793987175,0.0297074684335377,2.432913451512328,0.8803401051138081
63,LN308,Drug12,-1.6994045165612854,0.9995654886602768,120,0.9314928009793648,9.891864625499649,1.0411239911632169,1.0762679801612403e-05,0.0679619841286387,2.5006607834883683,0.9946658842404488
64,LN308,Drug13,-1.6994045165612854,0.9995654886602768,72,0.4522864744130384,14.068399599758546,-1.0091134779457187,0.8714289653295632,0.1552539835121292,2.062630333720553,1.6897005357266055
65,LN308,Drug13,-1.6994045165612854,0.9995654886602768,120,1.023500800107198,11.004681761919606,0.3925745397798971,1.1582573879536238,0.0105371537575586,2.8441939900461506,1.0296105164522318
66,LN308,Drug14,-1.6994045165612854,0.9995654886602768,72,0.3555048844184549,15.86665887600821,-0.9237290013438092,0.7002602430617456,0.2149409503466331,1.6225631014331872,1.691055905360119
67,LN308,Drug14,-1.6994045165612854,0.9995654886602768,120,1.0333525046268834,9.870778706798705,0.4225100741055656,1.1055857030160088,0.0112586879937319,2.8306699794496284,1.0149454115209608
68,LN308,Drug15,-1.6994045165612854,0.9995654886602768,72,2.3749260755525592e-21,1.5238756995567393,-1.7381193667890094,0.7235039104363621,0.10071288585138,1.823336471165512,1.748882339778275
69,LN308,Drug15,-1.6994045165612854,0.9995654886602768,120,0.8336798164489707,6.289925113193705,-0.7218040299635318,0.9126270333555572,0.0571535343681718,2.38597414745005,1.060396679554187
70,LN308,Drug16,-1.6994045165612854,0.9995654886602768,72,0.4592056851980936,1.8796133200959988,-1.103227058817969,0.1343118289137272,0.0430653298002867,0.5616713859185698,0.4769500133977506
71,LN308,Drug16,-1.6994045165612854,0.9995654886602768,120,0.2871627304928695,13.271723055629044,-0.9831997982477358,0.1040413708770083,0.0213223933476553,0.4119569210819217,0.5315274175212179
72,LN308,Drug17,-1.6994045165612854,0.9995654886602768,72,0.6011156747697829,6.746473064522659,0.8938048630910472,0.843598270231813,0.1789818517049193,1.6507983285211048,1.0175081805516537
73,LN308,Drug17,-1.6994045165612854,0.9995654886602768,120,0.7729192905721458,8.239319514916142,0.4082318122108681,0.8563243551917769,0.0103134931331517,2.1354062642132687,1.0236424974494376
74,LN308,Drug18,-1.6994045165612854,0.9995654886602768,72,1.234744710653934,10.682825304633234,0.4347919411888027,0.5939456448724055,0.0440932475217482,2.970632552439472,0.891402203413956
75,LN308,Drug18,-1.6994045165612854,0.9995654886602768,120,0.9235066811629352,12.533976271152028,-0.4350571374717994,1.1009233829201148,0.0265049910365017,2.7470428466750514,1.102116066507012
76,T98G,Drug00,-1.6994045165612854,0.9995654886602768,72,0.9265427586420298,0.811191468947347,1.1871515915609123,9.952016744778614e-24,0.0266343685896976,2.238458485402953,0.8992057328518173
77,T98G,Drug00,-1.6994045165612854,0.9995654886602768,120,1.082476425703948,11.01522018468633,0.9761401364509186,0.0395742205068982,0.0448810375247616,2.8790668925873244,0.9854514896729824
78,T98G,Drug01,-1.6994045165612854,0.9995654886602768,72,1.0013017509875946,14.182024260955018,-0.3319093407848957,0.9228730409754754,0.0472471808828843,2.5980575388043565,0.9613592987869648
79,T98G,Drug01,-1.6994045165612854,0.9995654886602768,120,1.0679155460503909,27.795402548772604,0.8461319218953113,1.1920892377060313,0.0363814079308481,2.901324544767358,1.006610242784072
80,T98G,Drug02,-1.6994045165612854,0.9995654886602768,72,1.111167262363549,15.647378612638152,-0.34362171039309,0.8977270960223797,0.0597570165851435,2.7123170127100966,0.9044049952214596
81,T98G,Drug02,-1.6994045165612854,0.9995654886602768,120,0.8361760641283082,1.810550765247062,-0.1566539246105379,0.6271826843091058,0.0059387664703004,2.0148498628919365,0.8931438129267452
82,T98G,Drug03,-1.6994045165612854,0.9995654886602768,72,1.1194843147124955,14.360654548227306,1.000748699851705,0.6321610193342341,0.0490013590094261,3.011524732881091,0.9967135518476504
83,T98G,Drug03,-1.6994045165612854,0.9995654886602768,120,0.9685042318716122,1.6063373981941669,1.1769225269500958,6.819200887941926e-12,0.0257813191731111,2.504516954524082,0.958152869721732
84,T98G,Drug04,-1.6994045165612854,0.9995654886602768,72,0.9788562331235776,6.940767869183451,-0.6741614928145074,1.082342296913862,0.0367761363116668,2.8151110293013617,1.06556158713062
85,T98G,Drug04,-1.6994045165612854,0.9995654886602768,120,1.0818332935898436,6.607315998097833,-0.7497178402941803,1.198460165228492,0.0595718144255828,3.123849048243879,1.0698714881959512
86,T98G,Drug05,-1.6994045165612854,0.9995654886602768,72,1.0803116539215365,10.498674338678695,0.3888612306415117,1.2371222387351186,0.0396205262263457,3.011493644588024,1.032844239833727
87,T98G,Drug05,-1.6994045165612854,0.9995654886602768,120,1.239437838242957,14.780851273496596,-0.7384090180468568,1.1718226949593913,0.0409746334619542,3.2276921534602083,0.964871098776593
88,T98G,Drug06,-1.6994045165612854,0.9995654886602768,72,0.9378226971389532,11.062020111372142,0.3756312021446117,0.602842453180429,0.0248419987706089,2.32214966863477,0.9174267739719242
89,T98G,Drug06,-1.6994045165612854,0.9995654886602768,120,1.1064460935582243,10.338334925962988,0.3872580158057029,0.7350140910186627,0.069878723112228,2.75883422080178,0.9238411152733644
90,T98G,Drug07,-1.6994045165612854,0.9995654886602768,72,1.0999196465863537,2.211096498276489,0.9582729498675728,2.3182805802254282e-14,0.0311344519442222,2.7950011430404533,0.9415069920546008
91,T98G,Drug07,-1.6994045165612854,0.9995654886602768,120,1.162704403282912,1.7735625472025198,0.855241780521846,1.0636246807995057e-13,0.0342135982980533,2.8446739583173053,0.9065210938816632
92,T98G,Drug08,-1.6994045165612854,0.9995654886602768,72,1.1612237059379118,13.627652629697051,-1.041929193183179,1.033515225208082,0.0729290481617309,2.8733917674468565,0.9168132725787156
93,T98G,Drug08,-1.6994045165612854,0.9995654886602768,120,1.137383074997555,0.9599474783809416,0.7444169533431936,0.9859576381184928,0.0472276139940799,3.0005791468109675,0.9780473297901834
94,T98G,Drug09,-1.6994045165612854,0.9995654886602768,72,1.0361889778633655,13.156560746140435,0.268077029932856,0.8603046008936405,0.046570302537807,2.667985579169216,0.9539957752349596
95,T98G,Drug09,-1.6994045165612854,0.9995654886602768,120,1.1335040880564775,12.597067525320096,0.3438318390625564,0.9824523094615348,0.0505484569869566,2.960243800375568,0.96762333101771
96,T98G,Drug10,-1.6994045165612854,0.9995654886602768,72,0.9732168254944488,11.117180306680453,1.064128502668538,0.0166943629851542,0.0562318666365872,2.620134883587906,0.997507069963434
97,T98G,Drug10,-1.6994045165612854,0.9995654886602768,120,0.9754993552390612,11.163101612611518,1.0372326455687677,0.7634461318102718,0.0166726280103208,2.630187760527257,0.9989913037459156
98,T98G,Drug11,-1.6994045165612854,0.9995654886602768,72,1.1512810790500063,0.9336024750678744,0.2349227415019534,7.613323039126183e-10,0.0725322379128568,2.1406394032239966,0.6996839204880302
99,T98G,Drug11,-1.6994045165612854,0.9995654886602768,120,1.158594611496514,2.864180871213817,0.5292350443729076,9.28458291037056e-19,0.0460147194106092,2.574362737592279,0.8232663375369988
100,T98G,Drug12,-1.6994045165612854,0.9995654886602768,72,1.0360736605997598,1.4962611379421715,0.5156769263477813,0.1947880448571206,0.086619273930626,2.3471333517989508,0.8396920173699817
101,T98G,Drug12,-1.6994045165612854,0.9995654886602768,120,0.8682093834598891,9.972293196307524,0.4792946884656531,0.6241159582530025,0.0084069295145653,2.216276333650473,0.9458044989265596
102,T98G,Drug13,-1.6994045165612854,0.9995654886602768,72,0.9401199557234312,8.64247955230933,-0.7004809543631525,0.869448506638972,0.0179508651856047,2.417210816176682,0.9526496219069032
103,T98G,Drug13,-1.6994045165612854,0.9995654886602768,120,0.9865869060510216,7.655496429254698,-0.6792433607957764,1.096990581925574,0.0090399395031875,2.848115134949688,1.0696067515197665
104,T98G,Drug14,-1.6994045165612854,0.9995654886602768,72,0.9131943122173392,0.8602276275626745,0.0814744982937118,0.1541175665654883,0.0747460111089707,1.7212520502888304,0.7153367715807226
105,T98G,Drug14,-1.6994045165612854,0.9995654886602768,120,1.0248700455744526,1.3710446754311103,0.4827387498509927,3.9990415591704064e-19,0.0521356660008285,2.1787429291710296,0.7884632638815824
106,T98G,Drug15,-1.6994045165612854,0.9995654886602768,72,0.947121205178041,8.874354786111272,-0.0419811629264295,0.8887593372633977,0.0237332838962594,2.4954651159763555,0.9762204138443228
107,T98G,Drug15,-1.6994045165612854,0.9995654886602768,120,0.8266095958661522,12.39664182687999,-1.05183045070375,0.956502269195944,0.0685113578030677,2.4974558078502462,1.1194361072015258
108,T98G,Drug16,-1.6994045165612854,0.9995654886602768,72,0.9627599346396958,0.4860120980351925,-2.37414701786667,0.1309915249133315,0.0516992895403188,0.6230269080188746,0.5815776495382122
109,T98G,Drug16,-1.6994045165612854,0.9995654886602768,120,0.4783737227524748,14.026355819899331,-0.4272048443498557,0.2388590075792075,0.1588278090143041,0.9493838390665156,0.7353201394373464
110,T98G,Drug17,-1.6994045165612854,0.9995654886602768,72,0.8444670005063493,12.009538497202046,-0.0457391842140122,0.7564230893374777,0.0261365574059407,2.1871583930031075,0.9596204497417968
111,T98G,Drug17,-1.6994045165612854,0.9995654886602768,120,0.803998635097582,15.4358605779625,-0.3396523360627028,0.696724231392124,0.0316861286749362,2.026304406788572,0.9337945166410498
112,T98G,Drug18,-1.6994045165612854,0.9995654886602768,72,1.1910478992674405,12.496848642791836,1.0027519612351676,0.6039569982069286,0.0751918475100403,3.2013743725363564,0.9958849711145678
113,T98G,Drug18,-1.6994045165612854,0.9995654886602768,120,1.118199828781668,6.690168744841058,-0.6682278071582437,1.2455627437384085,0.0525142373942833,3.230402812382558,1.0703829778111973
114,UW228-3,Drug00,-1.6994045165612854,0.9995654886602768,72,1.1490234931566747,0.4815563908785505,1.6743079899656672,0.8377991730204726,0.0098443601975908,2.999012156114752,0.9731661817149384
115,UW228-3,Drug00,-1.6994045165612854,0.9995654886602768,120,1.070206168642459,9.845607517923234,1.0551974629903522,0.6012635146444103,0.0391050187398523,2.8832944764707125,0.9982136217243904
116,UW228-3,Drug01,-1.6994045165612854,0.9995654886602768,72,1.1829568066019842,12.62285408300205,0.340840644638744,0.9314286114713044,0.0350742012980788,3.027077067345064,0.9481052083888574
117,UW228-3,Drug01,-1.6994045165612854,0.9995654886602768,120,0.950599421149338,12.231985894035434,0.3427083816140416,0.5808812910960359,0.0329994382981684,2.3227873432124904,0.9053444577668968
118,UW228-3,Drug02,-1.6994045165612854,0.9995654886602768,72,1.1292899242612415,0.8307151191098606,1.3281432959582338,1.2621307082187668e-19,0.036201736685925,2.7973403662798786,0.920590361057654
119,UW228-3,Drug02,-1.6994045165612854,0.9995654886602768,120,0.9452851909032473,1.0406514447761164,0.6782096572127464,3.8295965259603857e-23,0.073702076267592,2.098743836781754,0.825378732073634
120,UW228-3,Drug03,-1.6994045165612854,0.9995654886602768,72,0.9800545510091802,0.5868883187389624,1.6743079899656672,0.1851071003699909,0.0415201901574032,2.452580927724051,0.935063270914196
121,UW228-3,Drug03,-1.6994045165612854,0.9995654886602768,120,1.0680127239348425,1.693719284792228,0.9521109254557364,1.1925632305947267e-11,0.0275041610335515,2.666210093890073,0.924983331875163
122,UW228-3,Drug04,-1.6994045165612854,0.9995654886602768,72,1.0420026446127135,11.964237376612845,1.008256827114382,3.016405193689145e-05,0.082898768144635,2.7903746719453757,0.9921918192724968
123,UW228-3,Drug04,-1.6994045165612854,0.9995654886602768,120,1.0734657580217692,12.500510998810553,0.3569762523722013,0.290481466462892,0.0141002429710124,2.394114604342505,0.8263398218070136
124,UW228-3,Drug05,-1.6994045165612854,0.9995654886602768,72,0.983151950314249,27.489573316658632,0.8363831126794501,1.1011594159721547,0.0210153517028016,2.6727544240150447,1.0072571384139188
125,UW228-3,Drug05,-1.6994045165612854,0.9995654886602768,120,1.510310726623341,0.506498928868816,-2.3741470178666755,0.7990759186768915,0.0245039336015153,2.373669722838988,0.8609016608548149
126,UW228-3,Drug06,-1.6994045165612854,0.9995654886602768,72,2.769198347461912,0.3148494846019431,-2.3741470178666755,0.5881353246231504,0.0511204454356022,2.7759494247913343,0.7257752264476293
127,UW228-3,Drug06,-1.6994045165612854,0.9995654886602768,120,0.928646429390787,11.713144917892144,0.332093666166383,0.3217013176918934,0.0138915678145957,2.101270098180386,0.8383655597388018
128,UW228-3,Drug07,-1.6994045165612854,0.9995654886602768,72,1.0082917831678766,14.622161628343704,0.3259328583813632,0.4312078309455738,0.0430821941907614,2.3326066986517806,0.8571507951627861
129,UW228-3,Drug07,-1.6994045165612854,0.9995654886602768,120,1.140016846887428,13.386569239526212,0.2948146623348233,0.1893438788032403,0.0206166579127244,2.406883715362479,0.7822503771168721
130,UW228-3,Drug08,-1.6994045165612854,0.9995654886602768,72,1.0192893079780694,6.706354263621538,-0.6887689486685448,0.9223216619584116,0.0301005550755354,2.587317453841841,0.9404900352029258
131,UW228-3,Drug08,-1.6994045165612854,0.9995654886602768,120,0.965242586567604,0.0612319443924699,-2.3741470177853445,1.263649626535236,0.0625904977950933,3.064766144298883,1.0124774174424198
132,UW228-3,Drug09,-1.6994045165612854,0.9995654886602768,72,1.0710294420342523,9.190532255272034,1.06237783224432,1.000154716112554e-05,0.0458687157481497,2.8787920150632003,0.9958887394146893
133,UW228-3,Drug09,-1.6994045165612854,0.9995654886602768,120,0.8112123305156033,0.0703851138848003,-2.374147017594681,1.25686901373884,0.0978961996524679,2.8882410891848016,1.0228586776058723
134,UW228-3,Drug10,-1.6994045165612854,0.9995654886602768,72,1.2210540771103786,1.305035094235478,0.5337128606167184,0.2339275628136464,0.025399010425719,2.763717006579726,0.8394367749304271
135,UW228-3,Drug10,-1.6994045165612854,0.9995654886602768,120,0.932520799170418,1.8621674895132576,0.1685556359000053,0.0298653602165275,0.0044487220604167,1.7609153545589424,0.6998767558698765
136,UW228-3,Drug11,-1.6994045165612854,0.9995654886602768,72,1.0510500773525997,1.613093247469656,-0.0977571654348888,0.0888904550425537,0.0033203705743305,1.777266509177368,0.6280101752879961
137,UW228-3,Drug11,-1.6994045165612854,0.9995654886602768,120,1.0610694099625162,4.213539163066115,-0.2877443324918614,0.106194295170757,0.0783194472183574,1.634574137978429,0.5707727246110249
138,UW228-3,Drug12,-1.6994045165612854,0.9995654886602768,72,1.0148160489890066,0.7695525003917458,1.6049595031752704,3.861434624241944e-14,0.0159138743787598,2.5720973599871217,0.9417691840594132
139,UW228-3,Drug12,-1.6994045165612854,0.9995654886602768,120,0.9891791670552552,9.968953071265249,0.3965914781221136,0.7302842810810214,0.0309308661916151,2.513658002972386,0.941527848162952
140,UW228-3,Drug13,-1.6994045165612854,0.9995654886602768,72,2.8370326063822056,10.95115353507828,-1.79441770871966,0.9227802407536216,0.0386570186585175,2.4971745561134027,0.8546386468007284
141,UW228-3,Drug13,-1.6994045165612854,0.9995654886602768,120,1.0744635989133355,1.2820644657357458,0.6142797506033607,0.7243758701997619,0.0413930297362785,2.732205826943692,0.9424893133354744
142,UW228-3,Drug14,-1.6994045165612854,0.9995654886602768,72,0.915301737431785,9.976516515688404,1.073490039215239,4.025708950754398e-06,0.0280576540136415,2.463675374189348,0.9972892499420049
143,UW228-3,Drug14,-1.6994045165612854,0.9995654886602768,120,0.9758127189715238,12.831920475477764,-0.4053938512866029,0.8868504956055916,0.0151482640303452,2.508700952597433,0.9525425005311652
144,UW228-3,Drug15,-1.6994045165612854,0.9995654886602768,72,1.0312625962697148,10.766844281159566,0.4013433216573212,0.9385943436164952,0.0228183612560568,2.7279106105701527,0.9800828973331048
145,UW228-3,Drug15,-1.6994045165612854,0.9995654886602768,120,1.2851849206818493,10.611345037551455,-1.1353135802923946,0.9694605292556402,0.0329422960552521,2.794642170622096,0.8056801041440312
146,UW228-3,Drug16,-1.6994045165612854,0.9995654886602768,72,0.268870920638004,8.395142143613132,-0.6814773242829706,0.1298269631556581,0.0666781858968683,0.4919357046898728,0.6779012786944658
