,cell_line,drug,auc_norm,auc_norm_extrapolated,relative_auc_decrease
43,T98G,Drug04,1.06556158713062,1.0698714881959512,-0.004044722630192573
44,LN308,Drug17,1.0175081805516537,1.0236424974494376,-0.006028764205569419
45,T98G,Drug06,0.9174267739719242,0.9238411152733644,-0.006991665693022982
46,T98G,Drug09,0.9539957752349596,0.96762333101771,-0.014284712926945723
47,UW228-3,Drug00,0.9731661817149384,0.9982136217243904,-0.02573809127369468
48,UW228-3,Drug09,0.9958887394146893,1.0228586776058723,-0.027081276375344958
49,T98G,Drug01,0.9613592987869648,1.006610242784072,-0.04706975222916596
50,LN229,Drug10,0.7639249714334052,0.8067970113938824,-0.05612074688438761
51,T98G,Drug08,0.9168132725787156,0.9780473297901834,-0.06679010769470549
52,T98G,Drug18,0.9958849711145678,1.0703829778111973,-0.07480583486790986
53,UW228-3,Drug08,0.9404900352029258,1.0124774174424198,-0.07654241889331824
54,T98G,Drug00,0.8992057328518173,0.9854514896729824,-0.09591326397312658
55,T98G,Drug14,0.7153367715807226,0.7884632638815824,-0.10222666470684537
56,UW228-3,Drug13,0.8546386468007284,0.9424893133354744,-0.10279276143620218
57,LN229,Drug02,0.8001209384283293,0.8849966063764583,-0.10607854871895928
58,LN229,Drug08,0.9164212950453337,1.01467538135994,-0.10721497508386246
59,LN308,Drug16,0.4769500133977506,0.5315274175212179,-0.1144300295426403
60,LN308,Drug00,0.9588460896506872,1.0718038616252357,-0.11780594737128208
61,LN229,Drug00,0.9910668006274412,1.111918992790046,-0.12194152007321155
62,T98G,Drug13,0.9526496219069032,1.0696067515197665,-0.12277035220856135
63,T98G,Drug12,0.8396920173699817,0.9458044989265596,-0.12637071612153136
64,LN308,Drug12,0.8803401051138081,0.9946658842404488,-0.12986546729216764
65,LN308,Drug08,0.8175790416437233,0.927397786420545,-0.13432186881409502
66,LN308,Drug05,0.8758401762432539,0.9987710687508048,-0.14035767693923223
67,T98G,Drug15,0.9762204138443228,1.1194361072015258,-0.1467042599459936
68,UW228-3,Drug06,0.7257752264476293,0.8383655597388018,-0.1551311331502121
69,T98G,Drug11,0.6996839204880302,0.8232663375369988,-0.17662606418448176
70,LN308,Drug09,0.8409997384410743,0.9909432282843492,-0.17829195776115078
71,LN308,Drug18,0.891402203413956,1.102116066507012,-0.23638472317664114
72,LN229,Drug17,0.8523750762758978,1.0589374743359776,-0.24233744487528802
73,T98G,Drug16,0.5815776495382122,0.7353201394373464,-0.2643541924645999
74,LN308,Drug10,0.7717147804093775,0.9829289337514574,-0.2736945808269158
75,LN308,Drug01,0.688091727466708,0.9977082721571444,-0.44996405614455903
